,ID,text,tag_tamara,tag_katja,comments_tamara,comments_katja,flagged_tamara,flagged_katja,chair,final_tag
616,ParlaMint-SI_2004-04-21-SDZ3-Izredna-43.u3,"Če prihaja do navzkrižja med delom delovnih teles in plenarnim delom državnega zbora, je jasno, da je plenarno zasedanje primarno, ker danes glasujemo sproti, ni večernega glasovanja, zato bi morala biti ta seja zaključena do desete ure. Ali lahko ugotovimo, ali je ta seja bila zaključena do desete ure? Je končana. Če je seja končana, potem ni nobenih zadržkov, da ne bi šli na glasovanje in opravili tega, kar smo včeraj rekli, da bomo danes zjutraj storili. Prosim, da preverite svoje glasovalne naprave, če so kartice vložene, da ne bo potem zadreg. Torej ponavljam, glasujemo o predlogu sklepa, kakor ga je predlagal gospod dr. Andrej Bajuk. Obrazložitev glasu. Prosim, gospod Drobnič.",Negative,Negative,,"I would say this has some negative connotations, but it could also be Negative.",1.0,1.0,True,
617,ParlaMint-SI_2010-09-21-SDZ5-Redna-20.u170,"Vedno sem vesel, kadar kolega Grims začne razlagati o demokratičnosti, ustavnosti in kar je še teh norm, ki v parlamentarni demokraciji načeloma veljajo, vsaj glede na izkušnje, ki jih je kolega Grims doslej imel z demokratičnimi, pravnimi in ustavnimi postopki pred tisto vejo oblasti, ki je na Slovanskem, pa tudi kje drugje v civiliziranem svetu, za to odgovorna. Seveda, v povesti lahko pri merjenju pametnih in Butalcev zmagajo Butalci, v praksi, hvala bogu, pa v Sloveniji v merjenju med ustavnostjo in neumnostjo ne zmaga neumnost, ampak zmaga ustavnost. To je Ustavno sodišče, kolegu Grimsu pa še posebej velikokrat, že dokazalo. Tako se bom tudi teh svaril, opozoril in še česa – mi ne smete zameriti – z vaše strani vedno lotil s kančkom, ali pa kar s kancem, ali pa še s kakšno večjo mersko enoto dvoma. Da pa v primeru invalidskih organizacij ne bo šlo za kakšne hude kršitve ustave, potrjuje tudi dejstvo, da, recimo, ta predlagani kvalificirani predlagatelj v svetu RTV, Nacionalni svet invalidskih organizacij Slovenije, že do zdaj, v zdajšnjem svetu RTV Slovenija, ki je bil širše sestavljen, kot je ta tukaj predlagani, ni imel svojega predstavnika. Najbrž je bil kakšen razlog za to. Če je bila ta ustavnost tako velika, ne dvomim, da bi vi v svoji veliki skrbi po ustavnopravnem redu, ki mora biti v Sloveniji, v štirih letih, kot ste to možnost definitivno imeli, že sprožili, pa mogoče še kdaj prej, ko ste bili tudi opozicijski poslanec ali pa tako ali drugače politik. Tako je tukaj moja vest čista, nikomur se ne mislim opravičevati, še najmanj pa na vašo pobudo, kolega Grims.",Negative,Negative,Clearly sarcastic.,Veryyyy sarcastic.,,,False,
618,ParlaMint-SI_2004-02-26-SDZ3-Redna-34.u253,"Hvala za besedo. Repliciram gospodu kolegu Kremžarju. In sicer kar se tiče rušitve nacionalnega programa izgradnje avtocest. Nacionalni program izgradnje avtocest ste zrušili takrat, ko ste prvo državno cesto oziroma prvi kilometer državne ceste uvrstiliv NPiA. To je bilo že pred leti. Od leta 1997 bi se moral narediti nacionalni program državnih cest. In kaj smo res v tej državi prvorazredni in drugorazredni državljani? Zakaj ljudje iz kozjansko-obsotelske podregije ne morejo priti normalno na avtocestni križ? Zakaj? Zato je ta amandma nastal. Dopolnil sem ga še z ostalimi cestami. Tudi iz tistih koncev, predvsem iz štajerskega konca. In zakaj sedaj s tem svojim amandmajem rušim ta avtocestni program? To ne bo držalo. Zrušili ste ga že davno. Več bom pa povedal pri amandmajih. Hvala.",Negative,Negative,Last 2 sentances say enough.,,,,False,
619,ParlaMint-SI_2013-12-18-SDZ6-Redna-20.u18,"Hvala za besedo, gospod predsednik. Lepo vas pozdravljam, spoštovane kolegice, spoštovani kolegi, spoštovana gospa državna sekretarka s sodelavcema! Namen tokratne, že osme novele Zakona o prekrških je odpraviti nekatere pomanjkljivosti, ki so bile ugotovljene pri samem izvajanju zakona, in ga uskladiti z drugimi sprejetimi zakoni oziroma novelami zakonov. Čeprav razumemo namen in željo predlagatelja tega zakona, da bi prišlo do izboljšanja zakonodaje in učinkovitejšega dela prekrškovnih organov, poudarjamo, da prepogosto spreminjanje zakona bolj ovira kot pa olajšuje izvajanje tega zakona. Krščanski demokrati opozarjamo, da je Zakon o prekrških sistemski zakon in bi bil poseg vanj upravičen le, če za to obstajajo tehtni in vsebinski razlogi. To je naše ključno sporočilo. V zvezi z vsebino predlaganih sprememb Zakona o prekrških smo krščanski demokrati opozorili na neustreznost odprave 30-dnevnega zastaralnega roka za prekrške, kjer se dejansko stanje ugotavlja s tehničnimi sredstvi in kršitelj s kršitvijo ni bil seznanjen. V ta namen smo na matičnem delovnem telesu vložili amandma, ki je bil na Odboru za pravosodje sprejet. Ta 30-dnevni zastaralni rok za začetek postopka je primeren, saj se, vsaj v večini primerov, dejansko stanje prekrška ob izdaji plačilnega naloga ali odločbe o prekršku dodatno ne ugotavlja, kršitelju pa se omogoča uspešno obrambo. V enomesečnem roku namreč kršitelj še lahko pridobi in predloži prekrškovnemu organu ustrezne dokaze v svojo korist. Zagotavlja se ažurno delo prekrškovnih organov pri obravnavanju prekrškov v hitrem postopku. V interesu države mora namreč biti hitro odločanje v enostavnejših prekrškovnih postopkih zaradi doseganja namenov kaznovanja z vidika generalne in specialne prevencije. V predlogu zakona je predlagano tudi zvišanje najnižjega zneska izrečene globe za možnost nadomestitve plačila globe z delom v splošno korist ali korist samoupravne lokalne skupnosti z dosedanjih 120 na 300 evrov. Ta rešitev se nam ne zdi ustrezna glede na velik delež izrečenih glob prav v nižjih zneskih, torej do 300 evrov. Velik delež kršiteljev namreč nima ne dohodkov ne premoženja, na primer, dijaki, študentje, brezposelni, upokojenci, ali pa so njihovi prihodki tako nizki, da prisilna izterjava izrečene globe ne bo uspešna, četudi gre za relativno nizke zneske izrečene globe. Torej bo posledično prišlo do velikega deleža izrečenih, vendar neizterljivih glob, kar bo potencialnim kršiteljem brez dohodkov ali z nizkimi dohodki sporočilo, da se večine prekrškov sploh več ne sankcionira. Še zlasti ob upoštevanju dejstva, da za zneske, izrečene globe do 300 evrov, tudi ne bo mogoče izreči uklonilnega zapora. Prepričani smo, da mora biti možnost nadomestitve plačila globe z delom v splošno korist ali korist samoupravne lokalne skupnosti postavljeno tako, da se dosega generalno preventivni namen kaznovanja v vseh, poudarjam, v vseh prekrškovnih postopkih. Sedanja meja 120 evrov izrečene globe zagotavlja učinkovito sankcioniranje vseh storilcev prekrškov, kar se je potrdilo tudi pri dosedanjem izvajanju zakona in je zato ni smiselno spreminjati. V Novi Sloveniji menimo, da nova rešitev tega vprašanja ni dobra in je zato ne podpiramo. Poslanci Poslanske skupine Nove Slovenije torej menimo, da je noveliranje tega zakona nepotrebno. Tudi rešitve, ki jih prinaša, ne spodbujajo k večjemu spoštovanju predpisov. Iz teh razlogov Predloga zakona o spremembah in dopolnitvah Zakona o prekrških ne bomo podprli. Hvala lepa.",Negative,Negative,Negative theme and non suppoirt. ,"Speaker outlines (negative) reasons why the proposal should not be supported (or rather, why they will not support it). The tone is negative, but a bit weak. Could also be M_Negative.",,1.0,False,
620,ParlaMint-SI_2002-02-01-SDZ3-Redna-12.u58,"Hvala za besedo. No, prepričan sem, da če je samo svet za živinorejo tisti problem, ki bo povzročal dodatne finančne obveznosti iz tega zakona, potem ste, kolegi iz Socialdemokratske stranke in Nove Slovenije, verjetno našli temo, ki nima osnove, o kateri bi se lahko pogovarjali. Verjetno bo ta svet za živinorejo sklican nekajkrat na leto. In če bodo dobili povrnjene stroške kilometrine za to sejo, drugega člani sveta za živinorejo verjetno ne bodo potrebovali - dodatnih finančnih sredstev. Potem se pa vprašajmo, koliko bo to novih finančnih obveznosti za državni proračun na področju živinoreje, ki je krovna oziroma temeljna panoga našega kmetijstva. In če si dejansko živinoreja ne zasluži, da ima svet za živinorejo kot posvetovalno telo ministra, potem smo verjetno zgrešili cilj, tako kmetijstva kot tudi krovne oziroma paradne panoge našega kmetijstva. Drugo. Kolega Sušnik, to ste napačno interpretirali. Mislim, da zavajate ta avditorij - zakon je popolnoma usklajen s predstavniki kmetijsko-gozdarske zbornice. Hvala.",Negative,Negative,Clearly negative. ,,,,False,
621,ParlaMint-SI_2012-05-14-SDZ6-Redna-03.u158,"Hvala lepa za besedo. Hvala tudi za vprašanje. Mislim, da ste prav opredelili problematiko črpanja evropskih sredstev. Mi smo takoj po nastopu mandata, ker se zavedam tudi sam osebno, da je to eden od ključnih prioritet in tudi pravzaprav edini potencial za razvoj, za gospodarsko rast in tako naprej, detajlno pregledali podedovano stanje in ga kot tako ocenili za zelo resno, na nekaterih področjih bi celo rekel, da je kritično. Kritično predvsem zaradi tega, ker do zdaj ni bilo storjenega dovolj. Tukaj mislim predvsem na operativni program, okoljske in prometne infrastrukture, vezano seveda na železniške projekte. In v zvezi s tem bo treba relativno v kratkem času sprejeti tudi dokončne odločitve. Ali se kateri od teh projektov zaradi stanja, v katerem je, oceni kot da ga ni mogoče realizirati v tej finančni perspektivi, predvsem in izključno zaradi tega, ker je v takšnem stanju, kakršnem je, še vedno se pogovarjamo o gradbenih dovoljenih, še vedno se pogovarjamo o dokumentaciji, še vedno se pogovarjamo o nakupu zemljišč in tako naprej, skratka, o tistih osnovnih zadevah, ki bi morale biti že zdavnaj zdavnaj razrešene. To je seveda situacija, ki ni najbolj spodbudna, sicer pa lahko rečem, da smo na osnovi tega podedovanega stanja sprejeli veliko ukrepov, eden od teh in seveda ključen je seveda ukrep tedenske medresorske koordinacije na nivoju ministrov. Menimo namreč, da je to prepomembna zadeva, da bi se to dogajalo tako, kot ste rekli, na nekih nižjih nivojih in bi se iskali bolj problemi kot rešitve. Prilagodili smo navodila in pravilnike, najbrž bo treba prilagoditi tudi zakonodajo, predvsem vezano, ampak to ne samo zaradi tega, ampak tudi zaradi drugih problemov, govorimo o prostorski zakonodaji, o zakonu o graditvi objektov. Najbrž bo treba tudi prerazporediti nekatere sredstva, vezana na te projekte, ki jih omenjam. Zagotavljamo seveda lastno udeležbo, to je bila ključna prioriteta tega proračuna. Žal do zdaj temu ni bilo tako in so mnogi projekti zaradi tega, ker ni bilo zagotovljene lastne udeležbe, tudi stali. Uvedli smo redno pošiljanje zahtevkov za povračilo sredstev v Bruselj in s tem zagotovili tekoče prilive v državni proračun. Opozorjeni smo namreč bili iz Bruslja, da se to ni odvijalo redno, ampak tako parcialno, ko se je nabralo neko število projektov, neka vsota, se je poslalo tudi zahteve, kar je povzročalo probleme tako pri nas kot tudi v Bruslju. To smo odpravili. Potrebno bo povečati kakovost in učinkovitost nadzora nad projekti, da se nam ne bo zgodilo to, kar nam zdaj grozi, vezano na projekt Stožice. Na osnovi vseh teh ukrepov lahko rečem, da smo v tem času potrdili za 237 milijonov javnih razpisov in projektov, da sem v aprilu podpisal 122 aneksov in pogodb za občine v skupni vrednosti okoli 50 milijonov evrov in da je bil ta petek, 11. maja, objavljen javni poziv v okviru razvojne prioritete razvoj regij, torej gre za šesti razpis za obdobje 2012–2014, kjer razpisujemo 145 milijonov evrov nepovratnih sredstev za občine. Največ sredstev v okviru tega poziva je namenjenih za projekte okoljske infrastrukture in javne turistične infrastrukture, nekaj manj pa za urbani razvoj, razvoj mestnih jeder in socialno infrastrukturo. Zadeve se, bom rekel, obračajo na bolje. Seveda bi vedno želeli, da bi bile zadeve hitrejše. Upam, da se bomo na osnovi vseh teh ukrepov, ki smo jih sprejeli, v naslednjih mesecih lahko pogovarjali o bistvenem napredku črpanja. Hvala lepa.",M_Positive,M_Negative,"Wishful thinking, with negativity. I guess could be M_Negative.","Could also be M_Positive, however to me the negative tone prevails overall.",,1.0,False,
622,ParlaMint-SI_2005-12-19-SDZ4-Redna-12.u254,"Hvala za besedo. Spoštovane poslanke, poslanci. Jaz bi še enkrat v tem zaključnem delu predvsem rad poudaril, da vlado in tudi mene osebno kot ministra zanima celovitost rešitev. In zato je mnenje o zakonu takšno, kot je. Tu bi se lahko dejansko ozrli na ustavo. Ustava predvideva v bistvu dve vrsti občin, mestne in druge občine, vendar se v vseh teh desetih letih, odkar ustava to predvideva, ni pri prenosu pristojnosti na mestne občine, kar je verjetno bil namen ustave, ni zgodilo prav ničesar. In tudi ta zakon, ki je danes predlagan, s tega vidika ničesar ne prinaša, vsaj jaz osebno ne vidim, kaj bi lahko dodatnega ta zakon sam po sebi prinašal. In se mi zdi izjemno pomembno, da v trenutku, ko je odprta tudi v tem državnem zboru razprava o pokrajinah, da se tudi ti problemi, za katere se pa strinjam, da so sestavni del vse te zgodbe, rešujejo celovito v sklopu tudi reševanja in upam, vsaj ustanovitve pokrajin, ker v tem smislu bomo naredili korak naprej. Zdaj pa še samo mogoče nekatere navedbe, ki so bile danes, kar zadeva zakon o ustanavljanju občin. Ta je zaostril pogoje, to je dejstvo, je treba prebrati prejšnjo verzijo pa to zdajšnjo verzijo in to bodo tudi nekateri poslanci mi dali zelo jasno vedeti, ali pa so že vedeli. Kar zadeva ustanavljanja dveh kohezijskih regij, jaz res ne vem, v čem dve kohezijski regiji prispevata k neurbanosti; ravno obratno, jaz sem prepričan, da dve kohezijski regiji z notranjega vidika vsekakor prispevata k skladnemu regionalnemu razvoju, in to bo tudi čas pokazal 100%. In mogoče še samo ena stvar, kar zadeva uspešnosti občin. Mi imamo zelo različne občine po velikosti in ničesar ne potrjuje to, ni pravila, ki bi govorilo o tem, da je takšna ali drugačna občina uspešna ali neuspešna. Imamo izjemno uspešne male občine, imamo pa tudi, mislim, da dokaj neuspešne precej velike občine in to sploh ni odvisno od tega. In še enkrat ponavljam, kar zadeva sam predlog zakona - in tu pa tudi apeliram na vse ostalo dogajanje, ki bo sledilo sprejemanju zakonodaje s področja ustanavljanja pokrajin -, da res pričakujem takrat ne samo razpravo in podporo načelno v tej smeri, ampak da bomo res dejansko izpeljali proces ustanavljanja pokrajin, da bomo s tem dejansko izpeljali proces decentralizacije države in skozi to rešili tudi te probleme, ki so povezani s posameznimi urbanimi območji v smislu mest oziroma mestnih občin.",M_Negative,M_Positive,Could be either way in mix. ,Could also be M_Negative. ,1.0,,False,
623,ParlaMint-SI_2012-10-03-SDZ6-Redna-06.u221,"Hvala lepa, mag. Židan. Zdaj ste že nekajkrat postavili to vprašanje. mene skrbi, ker imamo do konca še 20 odprtih členov oziroma amandmajev in lahko pričakujemo še vašo razpravo, ampak imate vso pravico. Zdaj pa je na vrsti gospod Matevž Frangež.",N_Neutral,N_Neutral,Worry for me is negative. ,"Could just as well be M_Negative, or just P_Neutral",,1.0,True,
624,ParlaMint-SI_2013-12-13-SDZ6-Izredna-50.u177,"Hvala lepa, gospa Ljudmila Novak. S tem smo končali s predstavitvijo stališč poslanskih skupin. Amandmaji k dopolnjenemu predlogu zakona niso bili vloženi, zato zaključujem drugo obravnavo predloga zakona. Odločanje o predlogu bomo v skladu s časovnim potekom opravili trideset minut po prekinjeni 6. točki dnevnega reda. S tem prekinjam to točko dnevnega reda. In prehajamo na naslednjo, 3. TOČKO DNEVNEGA REDA, TO JE PREDLOG ZAKONA O DOPOLNITVAH ZAKONA O GRADITVI OBJEKTOV PO NUJNEM POSTOPKU. Predlog zakona je v obravnavo zboru vložila Vlada. In za dopolnilno obrazložitev predloga zakona, dajem besedo predstavniku Vlade, državnemu sekretarju mag. Bojanu Babiču. MAG. BOJAN BABIČ: Hvala za besedo. Spoštovane poslanke, poslanci! Vlada Republike Slovenije je na 25. redni seji sprejela sklep, da se pristopi k pripravi in postopku sprejemanja zakona, ki bo uredil pogoje za legalizacijo objektov. Sprejemanja zakona, ki bo določil pogoje za legalizacijo, vendar bi lahko bili lastniki objektov, ki bodo predmet legalizacije in za katere so bile že izdane inšpekcijske odločbe, v neenakopravnem položaju v primerjavi z lastniki objektov, za katere inšpekcijske odločbe še niso bile izdane. Gradbena inšpekcija namreč v primerih izdanih odločb objekte odstranjuje ali izreče prepoved njihove uporabe in pri tem nima pravne podlage za odlog izvršbe v posebnih primerih. Zato je nujen čimprejšnji sprejem predlaganega zakona, s katerim bo omogočena možnost odloga izvršbe inšpekcijskih odločb v posebnih primerih, ob izpolnjevanju zakonsko določenih kriterijev. Predlagana dopolnitev Zakona o graditvi objektov sistemsko ureja pogoje za odlog izvršbe z odločbo izrečenih ukrepov gradbene inšpekcije, in sicer to omogoča pri nelegalnih gradnjah, neskladnih gradnjah in objektih, ki se uporabljajo brez predpisanega uporabnega dovoljenja. To so namreč primeri, v katerih se izreče inšpekcijski ukrep odstranitve objekta in prepovedi njegove uporabe. Možnost odloga izvršbe pa ni možna pri nevarnih gradnjah, saj gre pri takšnih objektih po definiciji Zakona o graditvi objektov za objekte, ki ogrožajo premoženje, zdravje, življenje ljudi, promet, sosednje objekte oziroma njihovo okolico. Izjemne primere odloga izvršbe sicer ureja Zakon o splošnem upravnem postopku - ZUP v svojem 293. členu, ker pa je ZUP splošni zakon, ne ureja posebnih primerov izjemnega odloga izvršbe, kar lahko uredijo le posebni zakoni. ZUP na zahtevo zavezanca omogoči odlog izvršbe samo v primeru, če je bilo vloženo pravno sredstvo zoper odločbo in bi zavezancu zaradi izvršbe lahko nastala nepopravljiva škoda, pri tem pa se pojem nepopravljive škode v upravno-sodni praksi razlaga zelo restriktivno – v primeru nelegalnih gradenj se na primer odstranitev objektov in prepoved njihove uporabe ne štejeta za nepopravljivo škodo. Predlagana sprememba Zakona o graditvi objektov ureja to vprašanje za področje graditve objektov posebej in določbe ZUP na ta način konkretizira. Predlog zakona tako predvideva, da odlog izvršbe gradbena inšpekcija na zahtevo zavezanca dovoli, in sicer največ enkrat, če so izpolnjeni zakonsko določeni pogoji. Pri kriterijih za odlog izvršbe so upoštevani kriteriji, ki se nanašajo na: socialni položaj zavezanca, če gre za stanovanjsko stavbo, v kateri vsaj od začetka inšpekcijskega postopka dejansko in neprekinjeno prebiva inšpekcijski zavezanec ali druge osebe, in nimajo v lasti in posesti drugega primernega stanovanja po merilih, ki jih določa 10. člen stanovanjskega zakona; kadar gre za gospodarsko funkcijo objekta, če se v objektu vsaj od začetka inšpekcijskega postopka neprekinjeno opravlja gospodarska dejavnost in bi zaradi izvršitve inšpekcijskega ukrepa inšpekcijskemu zavezancu grozila hujša gospodarska škoda ali bi bila izvršitev ukrepa neposredni razlog za odpuščanje delavcev; v primeru, da obstaja dejstvo, da je zavezanec predlagal ustrezne spremembe prostorskega akta, ki bodo omogočile pridobitev gradbenega dovoljenja, občina pa je njegovo pobudo že vključila v postopek spremembe prostorskega akta, in se je pisno opredelila, da jo bo upoštevala pri naslednjih spremembah; dejstvo, da je zavezanec vložil popolno zahtevo za izdajo gradbenega dovoljenja. Predpisani roki za odlog izvršbe so: v primeru odloga zaradi socialnega položaja zavezanca in zaradi ohranjanja gospodarske funkcije objekta največ eno leto; v primeru odloga zaradi vložene pobude za spremembo prostorskega akta do uveljavitve prostorskega akta oziroma najdlje 3 leta; v primeru vložene zahteve za izdajo gradbenega dovoljenja do dokončnosti odločbe o zahtevi za izdajo gradbenega dovoljenja. Predlog zakona ne pomeni legalizacijo objektov, pač pa samo odlog izvršitve inšpekcijske odločbe v primerih, ko je inšpekcijska odločba že izdana in je tudi že izvršljiva. Ne glede na predlagani člen pa ima gradbena inšpekcija še naprej podlago za to, da odkriva nezakonito zgrajene objekte, zanje izdaja inšpekcijske odločbe in izreka inšpekcijske ukrepe. Če bo inšpekcijska odločba izdana in bo izvršljiva, inšpekcijski zavezanec pa bo dokazal izpolnjevanje predpisanih pogojev za odlok izvršbe, bo gradbena inšpekcija izdala sklep o odlogu izvršbe in počakala na potek roka za odlog. Pomembno je poudariti, da bo po poteku roka za odlog izvršbe, gradbena inšpekcija že izrečeni inšpekcijski ukrep lahko takoj izvršila. Hvala lepa.",P_Neutral,P_Neutral,Procedural.,"Encoding error, two speeches as once. Interpreting just the second one (Mag. Bojan Babič: …), ",,,True,
625,ParlaMint-SI_2010-05-25-SDZ5-Izredna-24.u223,Gospod podpredsednik [[...]],P_Neutral,P_Neutral,No context. ,,,,False,
626,ParlaMint-SI_2013-09-25-SDZ6-Redna-17.u87,"Hvala lepa. Končali smo s predstavitvijo stališč poslanskih skupin. O predlogu sklepa bomo v skladu s časovnim potekom seje Državnega zbora odločali jutri v okviru glasovanj. S tem prekinjam to točko dnevnega reda. Proceduralno? Izvolite, gospod Tonin.",P_Neutral,P_Neutral,Proceduralno is not necessarsy bad. ,,,,True,
627,ParlaMint-SI_2004-04-09-SDZ3-Izredna-42.u92,"Očitno je bila ta diskusija zelo koristna, ker je ne samo sedaj, ampak je tudi prej odprla res hude dileme glede tega, kako zaščititi avtorske pravice, na drugi strani pa tudi lastnika, ki je to kupil, mu dopustiti, da razpolaga s to lastnino. In tretje področje je pa seveda še ohranitev avtorstva, torej njegove stvaritve v javnosti. Ni enostavno. Vemo. Ni enostavno neko pravo pot ubrati. Poglejte, mi imamo primere, argonavti so bili predstavljeni, mislim, da ni to najbolj tipičen primer, veliko bolj bi bila piramida v Louvru. Saj je isto, Francozi so se popolnoma skregali, kaj je to. Ampak če pogledate sedaj, to je bil resnični poseg v neko kulturno dediščino s sodobnimi prijemi, s steklom, z drugo dimenzijo, z ravno črto v star stil. Pa vendar se Pariz sedaj prepozna, kakor jaz to razumem, skozi piramido Eifflov stolp. Ta piramida ima zelo visok ""rating"" pri prepoznavanju Pariza ali pa Francije. Če bi takrat rekli ljudem, ali se strinjajo s to piramido, jaz sem prepričan, da bi 95% Parižanov prišlo verjetno z žagami ali pa s krampi, pa bi tisto skopali. Ta primer je dan, ker je nekako najbolj provokativen. Da je bilo dopuščeno spreminjati na dosti hud način. Imamo pa seveda zgradbe, kjer se ne posega na tak radikalen način. Pa je dobro da se posega, in zaradi funkcionalnosti in morda tudi zaradi ugleda. Da bi dopustili to, moramo trasirati pot, ustrezno pravno podlago, da se zaščiti avtorska podoba, njegov ugled, njegova morala, in na drugi strani, da se to dopusti. In očitno nismo našli tako dobre rešitve. Ta amandma Nove Slovenije se dotika in prinaša rešitev, ni pa to čisto za vse. En delček prinese rešitev. Ne pa za vse. Tako predlagam, da v drugem branju sedaj to sprejmemo. Člen je odprt. In morda še pred zadnjim dejanjem naredimo še razmislek in ustrezno dopolnilo, če je potrebno. Ali pa seveda zakon prepustimo, da preložimo obravnavo, da se najdejo res celotne strokovne rešitve, ki terjajo določen čas. To je pač posledica ravnanja na hitro. Vlada na hitro, mi na hitro, in na koncu se nam takole zaustavi. Pa se ne bo verjetno prvič. Bo se še kdaj drugič. Ne bi sedaj rad obešal, kdo je kriv, komu lepil etikete. Zavedati se moramo, ko sprejemamo takšno zakonodajo, da je potreben čas. Tudi ko bomo delali v okviru Evropske unije, si bo treba vzeti čas za to. To so nas tudi opozorili, ko smo bili na obiskih v ostalih parlamentih, da razmislek je potreben.",M_Positive,M_Negative,"Again could be either way, but I think that, since he gives suggestions it's more on the positive side. ","In terms of sentiment, I would say that this is a very mixed speech, as it outlines problems and difficulties in the case of copyright acts. I would say it could also be M_Positive. ",,1.0,False,
628,ParlaMint-SI_2003-10-27-SDZ3-Redna-30.u34,Danes ga bom [[...]],P_Neutral,P_Neutral,No context. ,,,,False,
629,ParlaMint-SI_2010-01-29-SDZ5-Redna-13.u170,"Hvala, gospod predsedujoči. Iz razprave je postalo jasno, da Vlada meni, ima pa za to tudi utemeljen razlog, da z zakonom ne moremo urediti nekaj, kar je sicer vsebinsko čisto na mestu. Če je za gradnjo prioritetnih cest pomemben predvsem nacionalni program, verjetno obstaja metodologija, ki je tudi za to, kar se zahteva s tem zakonom, primernejša. Ni razlogov, da ne bi prisluhnili Vladi pri tem ugovarjanju predlogu zakona. Pri tem bi želel priznati največji opozicijski stranki, da s predlogi, ki jih je danes obrazložila v Državnem zboru, je še enkrat spodbudila eno vsebinsko utemeljeno razpravo. To, kar piše v teh zakonih, mislim, da mirno vsi podpisujemo. To, na kar ste vi danes opozorili, je dejstvo. Tudi sam menim, da brez učinkovitega posredovanja države oziroma Vlade pri hitrejšemu razvoju cestnih povezav, ne bo kohezivne Slovenije, ne bo države, ki bi bila funkcionalno povezana. In tudi primeri, ki jih navajate, so tisti, ki jih jaz, ki prihajam s Primorske, razmeroma poznam in bi se marsičemu pridružil. Ko govorim, da je to priložnost za premislek in za učinkovitejše ravnanje Vlade, bi želel opozoriti na nekaj pomembnih odsekov, brez katerih regionalnega razvoja na nekaterih delih Primorske ne bo. Ko potujem iz Ljubljane proti Ilirski Bistrici in naprej proti Hrvaški, naletim po Jelšanah v Klani na avtocesto, se sprašujemo, katera od dveh sosednjih držav je bolj evropska. Po cestah sodeč, bi rekli, da je Hrvaška, da se na Hrvaškem začne Evropa. Da se začne tam lepa avtocesta, v desetih minutah smo na Reki iz Jelšan, medtem ko potujemo iz Jelšan do Postojne, se zavedamo, da potujemo še v bivši Jugoslaviji. Tega se moramo zavedati, ker ljudje, prebivalci iz bistriškega konca pričakujejo primerno pozornost Vlade. Leta in leta se vleče jara kača o neučinkovitosti in počasnem ukrepanju Vlade in načrtovanju tistih cest, ki bi morale biti nacionalnega pomena. Prvič, zaradi razvojnih faktorjev od Postojne do Jelšan. S primernimi cestami bomo tistemu območju dejansko ponudili tudi priložnost za hitrejši razvoj. Drugič, ker bi končno začeli uresničevati projekt, ki ni le nacionalni, ampak je tudi evropski projekt povezovanja Slovenije z jonsko jadransko avtocesto in bi odpirali tudi Sloveniji dostop, hitrejši dostop do zanimivih tržišč na jugu Balkana do Albanije, do Črne gore, do Grčije itn. Druga sramota, ki jo doživljamo, so ceste sekundarnega značaja, ki so vendarle pomembne pri povezovanju in ob meji, kot je cesta, ki prečka mejo v Sočergi in povezuje koprsko območje z Buzetom. Zakaj je pomembna za nas ta cesta? Že leta je ta cesta za določene tovornjake zaprta, ker ni usposobljena, ni infrastrukturno primerna za varno vožnjo takih tovornjakov, ki prevažajo blago iz Buzeta v Koper. Ampak to blago služi slovenski firmi, Cimosu, ki ima 60% lastnino Cimosa v Buzetu in ki je zdaj prisiljen uporabljati bistveno daljšo cesto za povezavo s Koprom. Domačini že nekaj časa čakajo na rešitev. Ta rešitev ni odvisna le od prometnega resorja, gre za kar nekaj verižnih povezav, notranje ministrstvo in tako dalje, saj tam poteka meja, tega se zavedamo. Ampak želim izkoristiti to priložnost za novo spodbudo v tej smeri. Odsek Idrija-Logatec, bilo je veliko govora. Mislim, da gre za prioriteto, da bo treba povezati Idrijo z ostalo Slovenijo, kajti ta cesta postaja nevarna, nezanesljiva. Prav tako Posočje, ne pozabimo na Posočje. Cesta, ki gre gor ob Soči in povezuje Goriško s Tolminom, Kobaridom, Bovcem, je nevarna. Postaja nevarna in jo je treba opredeliti tudi kot eno izmed prioritet. Pridružujem se temu pozivu, ki je pripravljen v obliki dveh zakonov, o železnicah in o cestah. Mislim, da je tudi primerne oblike, kajti opozicija na tak način, na konstruktiven način opozarja Vlado in koalicijsko večino, da je treba hiteti, da je treba s temi prioritetami nadaljevati resno. In ta del sporočila, recimo, je po mojem hvalevreden in ga tudi podpiram. Razumem pa tudi argumente Vlade, pa tudi to, kar smo slišali, da je metodologija za realizacijo tovrstnih legitimnih pobud je nekoliko drugačna. In morda je bolj učinkovita, če temelji na nacionalnem programu, ki je z operativnega vidika verjetno bolj utemeljen, tudi zakonsko. Tako da pozdravljam to razpravo. Hkrati seveda ne podpiram te metodologije in teh zakonov. Mislim, da bo Vlada vendarle ukrepala in tudi na podlagi te razprave premislila in se učinkovito odzvala. Hvala.",M_Positive,M_Negative,"Again could be either way, but I think that, since he gives suggestions it's more on the positive side. ","Mixed sentiment, as the speaker acknowledges the importance of the discussion around the topic, but emphasises the (negative) current state of affairs and uses some relatively harsh negative words (e.g. sramota). ",,,False,
