ID,Text,Annotation,Comments,Flag,Chair,Annotation values
ParlaMint-SI_2004-01-28-SDZ3-Redna-33.u163,Hvala lepa. Mag. Majda Potrata ima besedo. Prosim.,P_Neutral,,,TRUE,
ParlaMint-SI_2005-09-29-SDZ4-Redna-09.u224,"Spoštovane kolegice in kolegi! Moj predhodnik Tone je večino stvari, ki sem jih imel namen povedati, pravkar povedal, tako da se ne bom ponavljal, bom zato zelo kratek, pa tudi časa nimamo veliko. Jaz moram reči, ko sem zakon prebral, je prvi vtis bil zelo dober in tudi verjamem, da je zakon bil napisan dobronamerno. Kot pa ste že vi sami ugotavljali, si je sedanja vladna koalicija to zadevo napisala v svoj program. In jaz sem prepričan, da bo vlada poskrbela, da bo ta program, ki si ga je zadala, tudi izvršila. Da pa ima predlagan zakon, ste danes slišali, kar nekaj pomanjkljivosti in te pomanjkljivosti je nujno potrebno odpraviti. Glede na to, da posega v sfere, ki bi se naj urejale tudi z drugim zakonom, smatram, da je bolje, da prevzemamo to, kar je predlagal vlada, se pravi, da ta zakon zavrnemo in počakamo, da vlada pripravi svoj zakon. Hvala lepa.",M_Negative,,,FALSE,
ParlaMint-SI_2008-02-27-SDZ4-Redna-36.u113,"Oprostite, izklopil se je mikrofon.",P_Neutral,,,TRUE,
ParlaMint-SI_2016-04-19-SDZ7-Redna-18.u48,"Hvala, gospod predsednik. O tem zakonu se govori s preveč zaletavosti in kar tako na počez, kaj vse je slabo, in to brez resne analize Zakona o varstvu kulturne dediščine. Veliki upi se tudi polagajo v izdelavo strategije kulturne dediščine, ki se kot kaže dela brez ustreznih analiz, zato je skrb zbujajoče, ali to ne bo samo še en papir, ki ga nihče ne bo jemal resno. Eden takšen dokument že imamo, to je Nacionalni program za kulturo, ki je zelo ambiciozno zastavljen, ampak se bojim, da je do sedaj bilo uresničeno kar malo. Iz perspektive arhitekta, ki je 20 let delal nepretrgoma s službo spomeniškega varstva, moram povedati na tem mestu, verjetno sem edini, ki ima to priložnost iz stroke, da smo se leta in leta ubadali z izjemno togostjo službe spomeniškega varstva, ničesar nisi mogel ustvariti, da bi šlo v neko sodobnejšo smer, v en drug izraz arhitekture, ki je seveda spoštljiv do tega, kar je okolje in kar je grajena struktura. Prihajali smo celo do absurdov, da ko gremo arhitekti na strokovno ekskurzijo, recimo, v Avstrijo, da mi kolegica iz spomeniškega varstva razlaga, kako je krasna ena frčada na neki strehi narejena iz stekla, ob tem da take iste frčade meni v Mariboru ne dovoli. Rečem: ""Kako se naj to tolmači?"". Je rekla: ""Naša zakonodaja je taka."" Jaz mislim, da je zdaj čas, da če je temu res tako, da se ta zakonodaja spreminja, da se spremeni in da zaradi tega pristopimo k eni novi in resnejši spremembi tega zakona, predvsem vsebinsko. Mi smo se tudi tokrat poskušali v tej smeri dogovoriti z ministrstvom, ampak je zadeva okoli preimenovanja nesnovne dediščine bila tako nujna, da nam ni uspelo doseči tega cilja, upam pa, da bomo v prihodnje zlahka dosegli. Razen dveletnega roka veljavnosti kulturnovarstvenih pogojev in soglasij, ki je zdaj odpravljen, imamo še eden absurd, da je rok za izdajo kulturnovarstvenih pogojev 30 dni, za izdajo mnenja oziroma soglasja 15 dni, medtem ko pa zakon o graditvi objektov, po katerem se dodeljujejo in podeljujejo gradbena dovoljena, predvideva ravno obratno. Zame je še zdaj neverjetno, da mi kljub vsem prizadevanjem ni uspelo s pristojnim ministrstvom doseči, da se ta zadeva spremeni. To je ena negativna reč, ampak nismo tukaj, da se samo hvalimo, tako da mislim, da je to treba poudariti. Seveda so iz tega izhajali problemi na upravnih enotah, ker je za vsako zamudo tega 15 dnevnega roka, kateri je pravzaprav 30 dni po drugem zakonu, upravna enota tolmačila, da ste zamudili ta rok in vam zavrnila izdajo gradbenega dovoljenja. Še nekaj primerov kot napoved tega, na čem se bomo angažirali v prihodnje, je recimo 42. člen, ki določa, da je za izvedbo inšpekcijskega ukrepa v primerih, ko jih ne izvede lastnik, pristojna država oziroma občina. V praksi to pomeni, da Zavod za varstvo spomenikov kulturne dediščine izvrši ukrep, ko dobi sredstva od države in občine, ker tega denarja pravzaprav v proračunu ni, se inšpekcijski ukrepi sploh ne izvajajo. To je strašanski absurd. Treba bi bilo predvideti vir sredstev za ta namen, seveda najprej v zakonu za poplačilo izvrševanja inšpekcijskih ukrepov in seveda treba bo določiti pristojnost organa, ki bo ta denar lahko izterjal od lastnika te nepremičnine ali spomenika. Naslednji primer je v 59. členu, ko gre za upravljanje. Treba bo dopustiti možnost nekomercialnih najemnin na kulturnih spomenikih, saj so komercialne najemnine za najemnike praviloma nevzdržne, in to je tudi eden od razlogov, da nam umira oziroma da se nam uničuje kulturna dediščina, predvsem ko gre za te materialne artefakte, največ za objekte. Prelagali bomo, da se omogoči dedni zakup, da se omogočijo daljše najemnine, 90 let in več, da se najde način, da se izda stavbna pravica za morebitne posege na objektih kulturne dediščine in tako naprej. S tem bomo pa seveda odprli možnosti, da se kulturna dediščina aktivno, v duhu časa in sodobno ter ekonomsko uspešno eksploatira ob tem, da je prisotna v vsakdanjem življenju naših državljanov. In na koncu, treba bo določiti tudi nabor in pogoje za reguliranje poklicev, ki jih je treba uskladiti z dejanskim stanjem poklicnega izobraževanja in opravljanja poklicev na področju kulturne dediščine. Ogromno je takih, za katere ni šole in šolanja, so pa potrebni. Poslanci Stranke modernega centra v Odboru za kulturo načrtujemo angažma na vsebinski izboljšavi zakona o varstvu kulturne dediščine v bližnji prihodnosti, torej napovedujemo nadaljevanje. Hvala.",Negative,"The two last sentences are a bit more positive in tone, as the speaker calls for support in the name of his PS. But overall the speech is negative. Could also be M_Negative.",,FALSE,
ParlaMint-SI_2020-06-17-SDZ8-Redna-18.u10,"Spoštovani! Današnji zakon, ki ga obravnavamo je prejšnja Vlada vložila v času opravljanja tekočih poslov in obsega popravke direktive, ki je Republika Slovenija ni ustrezno prenesla v svojo zakonodajo. Evropska komisija je opozorila, da prenos izrazov ni skladen z direktivo, zato se v predlogu zakona besed poizkus nadomešča z besedo postopek oziroma projekt. Natančneje se opredeljuje katere osebe, ki so udeležene v postopkih z živalmi moramo opraviti posebno usposabljanje. Osebe, ki v odobrenih organizacija opravljajo naloge oskrbe ali usmrtitve živali izvajajo postopke na živalih, načrtujejo in vodijo projekte ter osebe, ki skrbijo za dobrobit živali. Dodaja se pravna podlaga za vodenje evidenc teh oseb ter določajo pogoji za pravne in fizične osebe, ki lahko izvajajo usposabljanja, podobnosti o programih usposabljanj predavateljih in evidencah predpiše minister. Postopek odločanja upravnega organa o odobritvi projekta s postopki na živalih mora biti vključena ocena etične komisije. Brez nje ne more priti do odobritve. Če pride do odvzema dovoljenja to ne sme neugodno vplivati na dobrobit živali. Glede na to, da gre za popravke neustreznega prvotnega prenosa evropske direktive v slovensko zakonodajo, zaradi česar je Republika Slovenija dobila uradni opomin in nato še obrazloženo mnenje Evropske komisije smo sprva v Novi Sloveniji zakon nameravali podpreti. Na sami matični seji delovnega telesa se je z amandmajem k 2. členu spremenila definicija živali. Ta se sedaj glasi: »Živali so živi vretenčarji razen človeka, ki so s spodobne čutiti, saj imajo razvite sisteme za zaznavo in obdelavo bolečih dražljajev.« Ta definicija priznam je dvignila ne malo prahu. Če je bil mednarodni dosežek Slovenije to, da Združeni narodi na pobudo in ob prizadevanju Čebelarske zveze Slovenije 20. maj razglasijo za svetovni dan čebel pa čebele v definiciji živali v Zakonu o zaščiti živali niso dobile mesta. Vprašamo se lahko mar čebela ni žival in mar ta marljiva delavka ne predstavlja celo narodnega simbola in ponosa. V Novi Sloveniji se s tako definicijo nikakor ne strinjamo. Hitenje z nepremišljenim vnašanjem čutečih živali, je kot kaže, zameglilo širše razumevanje in poznavanje živali, rastlin in človeka. V Novi Sloveniji zagovarjamo spoštljivo ravnanje z našim okoljem, rodovitno zemljo, pitno vodo in živalskim svetom ter raznolikostjo vrst. Skrb za vse to je naš cilj, varovanje okolja, živali, živalskih vrst in virov pa je naša skupna naloga, ki se je mora lotiti vsak posameznik. Ker ima Evropska unija področja kot so zdravje rastlin, fitofarmacevtska sredstva, krma, zdravje in dobro počutje živali, živila in hrana, urejena po enotnih načelih, je potreben razmislek kako bomo ta načela prenesli in uveljavili tudi v Sloveniji. Nova ureditev mora biti prilagojena velikosti in strukturi živilskih obratov in kmetijskih gospodarstev ter finančnim in človeškim virom, ki jih premore Slovenija. V Novi Sloveniji si nadejamo celovite prenove zakona, danes pa zakona ne bomo podprli.",M_Negative,,,FALSE,
ParlaMint-SI_2006-01-30-SDZ4-Redna-13.u26,"Gospod predsednik, izvolite, prosim.",P_Neutral,,,TRUE,
ParlaMint-SI_2021-05-28-SDZ8-Izredna-75.u170,"Spoštovana podpredsednica, hvala lepa za besedo. Spoštovani poslanke in poslanci! Igor Zorčič je bil za predsednika Državnega zbora Republike Slovenije izvoljen 5. marca lani, ko se je oblikovala nova koalicija, ki smo jo v Državnem zboru sestavljale poslanske skupine SDS, Nova Slovenija, SMC in DeSUS. Izvolitev poslanca Igorja Zorčiča na mesto predsednika Državnega zbora je torej temeljila na sodelovanju SMC oziroma na njegovem sodelovanju v koaliciji. 26. marca letos pa se je spremenila sestava koalicijske poslanske skupine SMC. Dosedanji predsednik Državnega zbora Igor Zorčič je skupaj z dvema drugima poslancema izstopil iz koalicijske poslanske skupine Stranke modernega centra. Ustanovljena je bila nova poslanska skupina nepovezanih poslancev, ki ni del vladne koalicije. V slovenskem parlamentarnem sistemu je povsem običajno, da predsednik Državnega zbora prihaja iz vrst koalicijskih poslancev. Ta običaj je že trdno zasidran v prakso slovenske parlamentarne demokracije. Upoštevajo ga tako levosredinske, kot desnosredinske koalicijske poslanske skupine, ter s tem tudi iz koalicije je torej pričakovano, da mesto predsednika Državnega zbora zasede drug poslanec iz vrst koalicijskih poslanskih skupin. V prejšnjem tednu smo lahko spremljali tudi zgodovinski primer, ko je predsednik Državnega zbora glasoval proti dnevnemu redu, ki ga je sam predlagal. S tem je blokiral izvedbo redne seje in sprejem zakonov, ki bi številnim državljankam in državljanom izboljšali pogoje za življenje. Ne glede na vse, se na tem mestu v imenu poslanske skupine Nova Slovenija Igorju Zorčiču zahvaljujem za opravljeno delo ter za korektno sodelovanje v preteklosti.",Negative,Defensive and negative,,FALSE,
ParlaMint-SI_2009-03-04-SDZ5-Redna-03.u16,"Prav lep pozdrav vsem skupaj tudi v mojem imenu! V Slovenski demokratski stranki podpiramo Predlog odloka o spremembah in dopolnitvah Odloka o preoblikovanju Univerze v Ljubljani, saj gre tukaj v bistvu samo za potrditev statusnega preoblikovanja Visoke šole za zdravstvo v Zdravstveno fakulteto. Da je to vse v skladu z zakonodajo, je to ugotavljal že tudi Svet Republike Slovenije za visoko šolstvo na svoji seji 9. junija leta 2008. Mnenja smo, da vsako takšno preoblikovanje v fakulteto lahko prispeva še k večji kvaliteti šolstva s področja zdravstva, zato tudi to podpiramo in se strinjamo tudi z amandmajem, ki je bil sprejet na Odboru za visoko šolstvo, kjer smo uredili tudi področje povračil stroškov in seveda tudi sejnin. Še enkrat, v Slovenski demokratski stranki bomo ta predlog statusnega preoblikovanja tudi podprli. Hvala lepa.",Positive,,,FALSE,
ParlaMint-SI_2002-09-25-SDZ3-Redna-18.u61,"Hvala lepa, gospod podpredsednik. Mislim, da bo krajše od pet minut. Zelo pazljivo sem poslušal to zadnjo razpravo predstavnika vlade Republike Slovenije. Na žalost ugotavljam, da se jim je zgodilo to, kot bi v angleškem parlamentu rekli ""you mistook your mistake"", ste svojo lastno napako napačno razumeli. Namreč nihče ni tukaj zahteval ali pa argumentiral, da to nista dva ločena zakona. Seveda sta ločena zakona. A vendar, dva zakona, ki pa urejata nek del aktivnosti, ki je silno pomembna za našo slovensko državo, in kjer smo ugotovili, na podlagi poročil iz leta 2000 državne revizijske komisije in pa ker smo seznanjeni z vso strokovno javnostjo, ki opozarja že več kot leto dni, da zakon o javnih naročilih zahteva temeljit pregled. Vprašanje, ki smo vam ga zastavili gospod, predstavnik vlade, je, ne, ali je to ločen ali ni ločen zakon, ampak kdaj boste uresničili sklep državnega zbora. Državni zbor je sklenil soglasno, 25. oktobra leta 2001, naj vlada predstavi oba zakona. Nesmiselno je, da zdaj popravljamo enega, ki je sicer pomemben, a vendar ga bo treba ponovno popraviti, ko boste enkrat prinesli v obravnavo spremembe zakona o javnih naročilih. Vprašanje je, ali vlada res hoče ali noče, urediti tega področje in sicer v skladu z našim ustavnim redom in pa direktivami Evropske unije. Drugič. Nihče ni predlagal, nihče ni predlagal in sem pazljivo poskušal vse svoje kolege, da bi državna revizijska komisija lahko delovala ""eksofisio"". Nihče, da bi jaz vedel. Tudi tega nisem slišal. Torej ne vem, zakaj taki ugovori. In tretje je pa vprašanje pravnega varstva. Jaz dobro razumem, da če gremo na področje pravnega varstva v takšni ureditvi ali pa delovanju našega sodstva, kot je sedaj, bomo imeli ravno te težave, na katere opozarja moj poslanski kolega, gospod Alojzij Sok. Ja seveda je potrebno nujno in pa dosledno spoštovati načelo hitrosti. Vendar pa moramo zagotoviti to, kar naša ustava zahteva. In to pa je pravno varstvo. Evropa gor ali dol. Dejstvo je, da naša ustava, kot kot je to jasno razložil dr. Pirnat na naši javni razpravi, razlikuje med pravico do odškodnine in pa pravico sodnega varstva. Zato sta to dva različna člena v naši ustavi. Torej vprašanje pravnega varstva ni rešeno. Tudi če boste danes popoldan izglasovali, kot že vidim, da boste izglasovali, ker imate zadosti glasov, da boste rekli, da je svet kvadratast. No, za en čas bo, potem ko bo pa ta zakon dejansko v Uradnem listu, bo pa nekdo šel na ustavno sodišče, pa ga bomo še enkrat morali spreminjati. Kaj pa to pomeni? Da bomo še naprej obdržali neskladje te zakonodaje na tem področju z našim ustavnim redom in seveda tudi z direktivami Evropske unije. Nadaljeval se bo nered in bomo ponovno videli to, kar smo že v tem državnem zboru, dejstva, s katerimi smo se seznanili. Poročilo zaključnega računa za leto 1998 in 1999, računsko sodišče je poročalo, da vsaj ena petina, ena petina vseh javnih naročil, ki so jih pregledali, krši našo zakonodajo o javnih naročilih. To se dogaja vsak dan. To dobro vemo. Če pa nočemo tega urediti, je pa to naša odgovornost, sicer ne opozicije. Hvala lepa.",Negative,,,FALSE,
ParlaMint-SI_2018-10-25-SDZ8-Izredna-11.u150,"Spoštovane poslanke, spoštovani poslanci, gospe in gospodje, nadaljujemo s prekinjeno sejo Državnega zbora. Prehajamo na glasovanje zbora o predlogih odločitev. Poslanke in poslance prosim, da preverite delovanje glasovalnih naprav. Nadaljujemo s prekinjeno 1. točko dnevnega reda, to je s prvo obravnavo Predloga zakona o spremembah in dopolnitvah Zakona o davku na dodano vrednost. Prehajamo na odločanje o naslednjem predlogu sklepa: Predlog zakona o spremembah in dopolnitvah Zakona o davku na dodano vrednost je primeren za nadaljnjo obravnavo. Spoštovane, spoštovani, pričenjamo z glasovanjem. Glasujemo. Navzočih je 74 poslank in poslancev, za je glasovalo 27 in proti 47. [[Za je glasovalo 27.]] [[Proti 47.]] Ugotavljam, da zbor predlaganega sklepa ni sprejel, zato je zakonodajni postopek o predlogu zakona končan. S tem, spoštovani poslanke in poslanci, zaključujemo to točko dnevnega reda. Prehajamo na 2. TOČKO DNEVNEGA REDA, TO JE NA MANDATNO-VOLILNE ZADEVE. Prehajamo na obravnavo Predloga razrešitve člana in imenovanje članov sveta Agencije za energijo. Predlog je v obravnavo v zboru predložila Vlada. Želi državni sekretar na Ministrstvu za infrastrukturo mag. Bojan Kumer besedo za dopolnilno obrazložitev predloga? Izvolite.",P_Neutral,,,TRUE,
ParlaMint-SI_2007-02-02-SDZ4-Redna-24.u20,"Hvala za besedo. Vsem prav lep pozdrav! Zagotovo se vsi, ki smo danes tukaj prisotni, zavedamo, da demokracija deluje tedaj, ko je družba v ravnovesju. Enako velja tudi za posamezne institucije. V zvezi s tem je bilo z Ustavnim sodiščem že mnogo razprav in morda zato tudi za koga presenečenje, da je danes bilo zelo jasno povedano, da bomo v poslanski skupini SDS podprli predlaganega kandidata. Vsekakor je odgovornost za to, da upošteva tudi ta element, v prvi vrsti na tistemu, ki ima edini pravico predlagati kandidate. To je predsednik države. Zagotovo je naše upravičeno pričakovanje, da bo v bodoče tudi temu elementu dajal ustrezno pozornost. Danes pa bomo predlaganega kandidata podprli. V luči zgodb o tem, kako je ravnal predsednik države, kakšna je bila torej procedura tega predloga, bi bilo škoda, če bi ostalo ob strani tisto, kar je izjemno pomembno sporočilo tudi z vidika politične kulture, ob podpori temu kandidatu. Podprli ga bomo zato, ker bomo dali bistveno prednost njegovi strokovnosti, njegovim velikim izkušnjam, njegovemu življenjskemu delu, tudi njegovemu sodelovanju ob oblikovanju nove slovenske ustave. Namreč v pravi luči to zasije šele, če pogledamo nekoliko nazaj in to primerjamo s pravno prakso minulega desetletja. Izkaže se, da bo naša podpore dr. Gradu s tega vidika velik korak naprej na področju slovenske politične kulture, kajti dajemo prednost stroki pred politiko. Praksa minulega desetletja je bila, da so vlade, takrat pod vodstvom LDS, spolitizirale prav vsako institucijo. Žal je treba zelo jasno reči, da se to da dokazati tudi za Ustavno sodišče. Namreč, smo edina država na svetu, kjer v sestavi Ustavnega sodišča najdete tudi bivšega predsednika politične stranke in da bo mera polna, je to bivši predsednik nekdanje zveze komunistov. Po definiciji za Evropsko unijo z njega vrednostnega zornega kota in za svetovno pravno ureditev je to pravi paradoks. Tisti, ki je nekoč vodil organizacijo, ki je po svoji definiciji sistematično kršila človekove pravice, danes presoja o tem, kaj so človekove pravice, in predstavlja varuha ustavnosti in zakonitosti te države. Najmanj, kar je o tem treba reči, da je to nenavadno, da je to morda celo nedostojno neke demokratične države, vsekakor pa to z nekimi evropskimi uveljavljenimi normami nima nobene zveze. Naše ravnanje bo od te prakse bistveno, bistveno drugačno, zato opozarjam, je v tej luči to velik korak naprej tudi za slovensko politično kulturo in upajmo, da bo tudi zgled vsem naslednjim vladam, pa kdorkoli jih bo že vodil. Hvala.",M_Negative,First part positive and second negative.,,FALSE,
ParlaMint-SI_2001-01-31-SDZ3-Redna-02.u12,"Gospa predsedujoča, ko ste delili besedo, ko ste bili kot mali bog, ste dejali, vsak bo lahko povedal svojo zgodbo. Ne, ne gre za mojo zgodbo, ne gre za zgodbo posameznika, prostocarinske prodajalne za sabo vežejo delovna mesta, vežejo regionalni razvoj Slovenije, vežejo tiste lokalne skupnosti, v katerih te prostocarinske cone fizično stojijo. Ne gre za enostavne zgodbe; če jih jemljete tako, moje sožalje. Vendar to ni bil moj namen. Slišali smo gospoda ministra, ki nam je predstavil v svojem dokaj všečnem govoru argumente, zakaj ni smiselno podpreti predlogov oziroma amandmajev Slovenske nacionalne stranke. Izpostavil je dva, v celem svojem, recimo temu, eseju. In sicer prvič, da bomo všečni Evropi - to poslušamo že kar nekaj časa; kam nas je to pripeljalo, danes vsi vidimo - še zmeraj smo tu, kjer smo bili pred osnovnimi pogajanji zevropskimi integracijami. In pa drugega, da je to oziroma te študije, o katerih zdaj kar veliko govorimo - pri čemer ne smemo pozabiti, da jih je naročila vlada, da jih je plačala vlada in da so tudi rezultati taki, ki vladi v tem trenutku ustrezajo - da so te študije pokazale, da so učinki zapiranja oziroma preoblikovanja prostocarinskih prodajaln ugodni za državni proračun. Ta dva argumenta je navedel minister kot argumenta, zakaj zapirati prostocarinske prodajalne. Na drugi strani se srečujemo s tistim,kar je največ vredno v naši državi: to je zaposlitev, delovno mesto, ki ga pač v tem trenutku ukinjamo marsikomu v tej državi. Dalje, tudi to, kar sem prej predsedujoči povedal, marsikatera lokalna skupnost, v kateri domuje določena prostocarinska prodajalna, in praviloma so te prostocarinske prodajalne v odmaknjenih krajih, kamor sicer trgovina in centralizacija Republike Slovenije ne seže. Skratka, argumentov na tej strani je več. In argumenti na tej strani, da se podpre moj amandma, so predvsem človeške narave, so to, da bomo lahko v tej državi nekaj gradili, ustvarjali, in to smo mi, Slovenci. Hvala.",Negative,"At the end there is a positive sentence, but with call for support of her proposal, but the entire speech is negative.",,FALSE,
ParlaMint-SI_2011-07-14-SDZ5-Redna-30.u151,Hvala lepa. Prehajamo na predstavitev stališč poslanskih skupin. Besedo ima gospod Franco Juri v imenu Poslanske skupine Zares.,P_Neutral,,,TRUE,
ParlaMint-SI_2021-03-18-SDZ8-Izredna-66.u134,"Hvala, gospa predsedujoča. Dober večer, spoštovani gospod minister! Današnja interpelacija odpira pomembno vprašanje, poskuša prikazati odgovornost trenutnega ministra na tem resorju skozi strnjen kritični pogled na skoraj tri desetletja pasivnosti manj ali več vseh vlad na področju skrbi za ostarele. Koncesionarji so v iskanju svojega kosa kruha skupaj z javnimi zavodi oblikovali infrastrukturo institucionalne skrbi za starejše, takšna kakšna je; danes pri nas je boljša od tiste južno od nas in slabša od tiste severno od nas. Minister Janez Cigler Kralj je sprožil mehanizme za lažje zagotavljanje oskrbe in tudi nege starejših v prihodnje bodisi na področju zmanjšanja samostojnosti ostarelih, na področju oskrbe obolelih v starosti, bodisi problematiko demence. V njegovem mandatu se je začel projekt izgradnje dnevnih centrov in enot za začasne namestitve. Epidemija je harala med starostniki. Koliko bi lahko bilo drugače pod taktirko kakega drugega ministra, je vprašanje, na katerega danes nimamo eksaktnega odgovora, zato je politična pripadnost faktor opredelitve, ali je Cigler Kralj imel možnost, da epidemijo bolj zajezi, bi moral biti odgovoren za vse tisto, kar mu interpelacija očita, ali bi neka druga ministrica s čarobno paličico druge barve utegnila razgnati virus stran od domov za ostarele. Opozicija in koalicija sta tokrat na okopih. Vsak prisega na svojega jezdeca, čeprav jahata na istem konju. Problem tiči ne v spopadu najranljivejših z boleznijo, ampak po večletnem zanemarjanju integralne oskrbe v domovih za starejše in v tem, da je dolgotrajna oskrba želeni cilj, ki se ga zlepa še nismo dotaknili in ga kot družba še ne bomo dosegli. Minister pa kot ena stran socialnega dialoga ne more biti edini krivec, da tega dialoga ni; zanj sta potrebna dva ali tri ali več. Ocena je, da se je minister v tako turbulentni situaciji odzval z nemalo ukrepov. To bi bilo nekorektno le udrihati po njem. Opazno se je skupaj z drugimi ministrstvi prizadeval za ohranjanje zaposlenosti in za pomoč najšibkejšim v naši družbi. Brez tega bi jih epidemiološki cunami ugonobil. V zahtevanih okoliščinah je stal na čelo resorja, kar je pogum in izraz volje, da se bori. Za človeka, ki pred tem ni imel veliko podobnih izkušenj, se lahko reče, da je minister Cigler Kralj izbral učinkovito ekipo in da na resorju ravnajo korektno. Ukrepi, kot je subvencioniranje čakanja na delo in subvencioniranje skrajšanega delovnega časa so uspešno ohranili okoli 300 tisoč delovnih mest. Za to in za karanteno zaradi višje sile je bilo izplačanih skoraj pol milijarde evrov. Družinski politiki je med epidemijo bilo namenjeno 600 milijonov evrov v letu 2020. Akvarel današnje interpelacije, kjer, priznajmo, da je po teh 14 urah precej akvarelsko razvodenena, razliva svoje barve na vse strani, ampak se mi zdi, da ji vendarle ne gre oporekati in da se to jasno izrisuje, da je delovanje ministra za delo zakonito in transparentno. Mene danes ne sme in me ne zanima ideološki milje, iz katerega minister izhaja; s tem, kako je kot minister organiziral spopad z epidemijo na svojem področju, pa nimam težav. Zato me ne zanima, kakšni so njegovi intimni pogledi na filozofijo, religijo, družbene norme in dogmatiko, ker z dnem, ko je pred nami prisegel in podpisal zavezo, da bo deloval za blaginjo Slovenije, so se ta vprašanja potisnila v en prostor, ko je Janez v copatih in trenirki, na kolesu, pri molitvi, v postelji nenazadnje – in namerno rečem Janez, ker doma je sigurno Janez – in tam si on misli svoje, tako kot mi vsi. Ko pa je v ministrskem kabinetu in na terenu, je minister vseh nas in je vsaj do sedaj pokazal, da se tistega, o čemer imamo razhajajoča mnenja, kot minister ne dotika, ne potencira ali ne favorizira. Mi smo pluralna družba in iz volilnega bobna je tokrat izvlečena kombinacija, ki ne more biti vsem pogodu. Ja, bil je ustanovitelj zavoda, s katerim, kolikor sem obveščen, ne delim enakih vrednost, sprejemam pa, da so ljudje, ki v tem, kar zame ne predstavlja nekega sublimata življenjske resnice, ki prav v tem vidijo odgovor, smisel, pot in cilj iskreno. In prva informacija, da je ministrstvo namenilo njim, torej nekoč njegovim, 100 pa nekaj tisoč evrov, je v meni sprožilo dvom, če je vse transparentno. Pojasnila, ki so prišla s strani ministrstva in iz drugih virov, tudi novinarskih, pa kažejo, da je tudi v tem primeru ohranjena integriteta, da ni bilo korupcije niti konflikta interesov. Iskreni bi po moji oceni najbolj iskreno pomagali ministru, če bi tokrat na nek način se odpovedali temu denarju zaradi ministra. Ampak on, vi minister, o tem več ne morate odločati. Za konec še lahko povem, da je kot minister na nekaj mojih vprašanj in pobud odgovoril hitro, se je zavzel, usmeril na ustrezne člane svoje ekipe in zame je to signal, katerega ni za spregledati. Trudi se. Zato menim, da za današnji interpelacijski odstrel Janez Cigler Kralj ni godna trofeja. Hvala.",Negative,,,FALSE,
ParlaMint-SI_2021-03-23-SDZ8-Izredna-67.u32,"Hvala za besedo. Jaz se s kolegico Irgl seveda strinjam, da je bistvena vsebina. Mi smo tudi iz tega izhajali in smo predlagali vsebinsko bogato amandmiranje tega dokumenta, pa je bilo od naše vsebine upoštevano – zero. Ob tem kolegica izpostavlja, da je zdaj nekako unikum, da se prvič dokument dela za štiri leta, sočasno pa sem prej povedal, da še vseh ljudi v primarni bajti, kjer se to dela, v Mladiki, niste upoštevali. Če je bistvena vsebina, bi pri tako pomembnem kratkem dokumentu pričakoval, da je tu vsaj rang ministra, če že ne predsednika Vlade, pa, z vsem dolžnim spoštovanjem, to naše izboljšanje vsebine posluša in ga ne upošteva zgolj državni sekretar. Če se že pogovarjamo o modrosti, bi rekel, da ta modrost manjka na vaši strani ulice in da bo žal ta dokument, če se malo pošalim, vsebinsko slabši od pussycat bowa, ki ga trenutno kolegica Irgl nosi na svoji bluzici. Hvala.",Negative,,,FALSE,
ParlaMint-SI_2001-10-03-SDZ3-Redna-08.u135,"Gospod Battelli je samo k temu amandmaju porabil skoraj 4 minute več kot 3 minute in je govoril v svojem imenu. Menim, da bi poslanski skupini, poudarjam, skupini pri razpravi o celotnem zakonu ali nekem celotnem dokumentu vendarle dovolili, če ni bilo prve razprave v državnem zboru, 15 minut. Menim, da je to zelo racionalna odločitev.",Negative,,,FALSE,
ParlaMint-SI_2007-10-25-SDZ4-Redna-32.u235,"Hvala. V naši poslanski skupini bomo ta koalicijski amandma seveda podprli. V prvotnem členu, 6. členu, je bilo dejansko precej nedoločno zapisano, koliko ima svet članov, da jih ima med 3 in največ 9. Prisluhnili smo nekaterim pobudam na seji matičnega odbora, zato je nastal ta amandma, ki stvari ureja bistveno bolje. Predlagamo, da ima svet 7 članov. Opozicijski poslanci so predlagali 6 članov in zraven še dodali, da naj bi potem imel možnost tistega odločujočega glasu predstavnik Slovenske akademije znanosti in umetnosti, ne pa predsedujoči oziroma predsednik, kot je to ponavadi. Človek bi mislil, da je tak predlog nastal zato, da bi stvari še malo bolj zakomplicirali in otežkočili svetu, kako naj deluje. Poleg tega je treba povedati, da so opozicijski amandmaji predlagali [[...]] [[Oglašanje v dvorani.]] Zato je tudi nastal naš amandma. Ker so predlagali in bi omejili možnost na tiste, ki lahko predlagajo člane v svet zavoda, samo na SAZU, društvo pisateljev in predstavnike univerze. Izključujejo pa vse, od knjižnic do založnikov do avtorjev. Naš amandma vse te vključuje. Na javni poziv bodo lahko vse te organizacije, ki so v Sloveniji povezane s knjigo tako ali drugače, lahko predlagale. Po amandmajih, ki jih pa predlagate vi, pa temu ne bi bilo tako. Zato, kot rečeno, bomo koalicijski amandma podprli, ker smatramo, da izboljšuje dikcijo, ki je bila v predvidenem 6. členu.",M_Positive,"While generally positive speech in support of (their own amandma), but the speaker still adds negative insertions, relating to the opposition and their previous proposal. ",,FALSE,
