ID,Term,Date,utt_annotations,labels,sentiment,Speaker_party,Party_status,Party_orientation
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u2,Term 5,2010-06-15,1.33,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u40,Term 5,2010-06-15,4.79,Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u44,Term 5,2010-06-15,0.4,Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u34,Term 5,2010-06-15,2.27,Neutral Negative,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u48,Term 5,2010-06-15,0.27,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u74,Term 5,2010-06-15,3.29,Neutral Positive,Neutral,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u72,Term 5,2010-06-15,0.01,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u46,Term 5,2010-06-15,0.35,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u68,Term 5,2010-06-15,0.71,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u66,Term 5,2010-06-15,2.83,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u64,Term 5,2010-06-15,2.57,Neutral Positive,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u62,Term 5,2010-06-15,0.22,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u70,Term 5,2010-06-15,1.24,Mixed Negative,Negative,,,
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u60,Term 5,2010-06-15,0.49,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u58,Term 5,2010-06-15,0.15,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u56,Term 5,2010-06-15,0.89,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u54,Term 5,2010-06-15,4.23,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u52,Term 5,2010-06-15,3.49,Neutral Positive,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-15-SDZ5-Redna-18.ana.u50,Term 5,2010-06-15,3.93,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u185,Term 5,2010-06-16,2.12,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u183,Term 5,2010-06-16,0.72,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u181,Term 5,2010-06-16,0.22,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u179,Term 5,2010-06-16,0.27,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u177,Term 5,2010-06-16,0.74,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u175,Term 5,2010-06-16,0.02,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u163,Term 5,2010-06-16,2.02,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u161,Term 5,2010-06-16,3.28,Neutral Positive,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u169,Term 5,2010-06-16,0.61,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u165,Term 5,2010-06-16,0.31,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u167,Term 5,2010-06-16,0.0,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u171,Term 5,2010-06-16,0.21,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u186,Term 5,2010-06-16,2.07,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u173,Term 5,2010-06-16,0.43,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u188,Term 5,2010-06-16,2.98,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u82,Term 5,2010-06-16,0.15,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u192,Term 5,2010-06-16,2.92,Neutral Positive,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u80,Term 5,2010-06-16,0.12,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u78,Term 5,2010-06-16,0.02,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u76,Term 5,2010-06-16,0.16,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u74,Term 5,2010-06-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u159,Term 5,2010-06-16,4.36,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u84,Term 5,2010-06-16,2.37,Neutral Negative,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u190,Term 5,2010-06-16,0.02,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u208,Term 5,2010-06-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u204,Term 5,2010-06-16,0.04,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u202,Term 5,2010-06-16,0.76,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u200,Term 5,2010-06-16,0.0,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u198,Term 5,2010-06-16,0.52,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u196,Term 5,2010-06-16,2.19,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u194,Term 5,2010-06-16,0.62,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u206,Term 5,2010-06-16,2.59,Neutral Positive,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u157,Term 5,2010-06-16,4.61,Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u121,Term 5,2010-06-16,0.26,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u153,Term 5,2010-06-16,0.77,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u44,Term 5,2010-06-16,1.94,Neutral Negative,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u46,Term 5,2010-06-16,0.0,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u48,Term 5,2010-06-16,2.14,Neutral Negative,Neutral,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u50,Term 5,2010-06-16,0.13,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u52,Term 5,2010-06-16,0.38,Negative,Negative,,,
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u54,Term 5,2010-06-16,0.24,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u56,Term 5,2010-06-16,0.45,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u58,Term 5,2010-06-16,0.83,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u60,Term 5,2010-06-16,0.74,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u62,Term 5,2010-06-16,2.48,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u64,Term 5,2010-06-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u66,Term 5,2010-06-16,0.82,Mixed Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u68,Term 5,2010-06-16,0.0,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u70,Term 5,2010-06-16,0.82,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u72,Term 5,2010-06-16,0.02,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u42,Term 5,2010-06-16,0.11,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u40,Term 5,2010-06-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u38,Term 5,2010-06-16,0.2,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u36,Term 5,2010-06-16,1.1,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u4,Term 5,2010-06-16,1.09,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u6,Term 5,2010-06-16,1.83,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u8,Term 5,2010-06-16,1.96,Neutral Negative,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u10,Term 5,2010-06-16,0.55,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u12,Term 5,2010-06-16,1.38,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u14,Term 5,2010-06-16,0.43,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u16,Term 5,2010-06-16,0.19,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u74,Term 5,2010-06-16,0.12,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u18,Term 5,2010-06-16,0.29,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u22,Term 5,2010-06-16,0.91,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u24,Term 5,2010-06-16,2.94,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u26,Term 5,2010-06-16,1.83,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u28,Term 5,2010-06-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u30,Term 5,2010-06-16,0.17,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u32,Term 5,2010-06-16,3.0,Neutral Positive,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u34,Term 5,2010-06-16,1.17,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u20,Term 5,2010-06-16,2.96,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u155,Term 5,2010-06-16,3.1,Neutral Positive,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u76,Term 5,2010-06-16,2.15,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u80,Term 5,2010-06-16,1.6,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u123,Term 5,2010-06-16,2.11,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u125,Term 5,2010-06-16,0.51,Mixed Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u127,Term 5,2010-06-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u129,Term 5,2010-06-16,2.45,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u131,Term 5,2010-06-16,0.0,Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u133,Term 5,2010-06-16,0.32,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u135,Term 5,2010-06-16,2.54,Neutral Positive,Neutral,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u137,Term 5,2010-06-16,0.46,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u139,Term 5,2010-06-16,1.89,Neutral Negative,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u141,Term 5,2010-06-16,3.25,Neutral Positive,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u143,Term 5,2010-06-16,0.75,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u145,Term 5,2010-06-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u147,Term 5,2010-06-16,1.97,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u149,Term 5,2010-06-16,0.03,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u151,Term 5,2010-06-16,1.25,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u72,Term 5,2010-06-16,1.63,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u119,Term 5,2010-06-16,1.21,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u117,Term 5,2010-06-16,2.07,Neutral Negative,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u115,Term 5,2010-06-16,0.05,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u82,Term 5,2010-06-16,0.13,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u84,Term 5,2010-06-16,0.18,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u86,Term 5,2010-06-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u88,Term 5,2010-06-16,0.82,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u90,Term 5,2010-06-16,0.81,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u92,Term 5,2010-06-16,0.08,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u95,Term 5,2010-06-16,1.81,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u78,Term 5,2010-06-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u97,Term 5,2010-06-16,0.04,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u101,Term 5,2010-06-16,2.28,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u103,Term 5,2010-06-16,0.48,Negative,Negative,,,
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u105,Term 5,2010-06-16,0.62,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u107,Term 5,2010-06-16,2.85,Neutral Positive,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u109,Term 5,2010-06-16,0.79,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u111,Term 5,2010-06-16,0.09,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u113,Term 5,2010-06-16,0.0,Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u99,Term 5,2010-06-16,1.71,Neutral Negative,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u70,Term 5,2010-06-16,2.79,Neutral Positive,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Izredna-25.ana.u2,Term 5,2010-06-16,2.04,Neutral Negative,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u66,Term 5,2010-06-16,0.0,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u28,Term 5,2010-06-16,2.49,Neutral Negative,Neutral,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u26,Term 5,2010-06-16,4.33,Mixed Positive,Positive,,,
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u24,Term 5,2010-06-16,2.3,Neutral Negative,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u22,Term 5,2010-06-16,2.94,Neutral Positive,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u20,Term 5,2010-06-16,4.98,Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u16,Term 5,2010-06-16,4.11,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u30,Term 5,2010-06-16,2.88,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u68,Term 5,2010-06-16,0.02,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u12,Term 5,2010-06-16,4.32,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u10,Term 5,2010-06-16,0.59,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u8,Term 5,2010-06-16,3.52,Mixed Positive,Positive,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u6,Term 5,2010-06-16,3.43,Neutral Positive,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u4,Term 5,2010-06-16,3.9,Mixed Positive,Positive,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u2,Term 5,2010-06-16,3.01,Neutral Positive,Neutral,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u14,Term 5,2010-06-16,0.82,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u32,Term 5,2010-06-16,0.03,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u18,Term 5,2010-06-16,3.62,Mixed Positive,Positive,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u36,Term 5,2010-06-16,0.54,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u34,Term 5,2010-06-16,4.3,Mixed Positive,Positive,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u52,Term 5,2010-06-16,0.08,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u54,Term 5,2010-06-16,0.02,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u56,Term 5,2010-06-16,0.35,Negative,Negative,,,
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u58,Term 5,2010-06-16,0.58,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u60,Term 5,2010-06-16,0.29,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u62,Term 5,2010-06-16,2.31,Neutral Negative,Neutral,,,
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u64,Term 5,2010-06-16,0.33,Negative,Negative,,,
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u46,Term 5,2010-06-16,0.43,Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u44,Term 5,2010-06-16,0.02,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u42,Term 5,2010-06-16,0.44,Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u40,Term 5,2010-06-16,3.83,Mixed Positive,Positive,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u38,Term 5,2010-06-16,4.89,Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u48,Term 5,2010-06-16,0.01,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-16-SDZ5-Redna-18.ana.u50,Term 5,2010-06-16,0.04,Negative,Negative,Zares,Coalition,Centre-left
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u16,Term 5,2010-06-17,1.05,Mixed Negative,Negative,LDS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u20,Term 5,2010-06-17,0.65,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u22,Term 5,2010-06-17,0.94,Mixed Negative,Negative,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u18,Term 5,2010-06-17,0.72,Mixed Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u10,Term 5,2010-06-17,2.15,Neutral Negative,Neutral,SLS,Opposition,Centre-right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u12,Term 5,2010-06-17,1.14,Mixed Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u8,Term 5,2010-06-17,2.72,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u6,Term 5,2010-06-17,1.07,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u4,Term 5,2010-06-17,3.28,Neutral Positive,Neutral,,,
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u2,Term 5,2010-06-17,3.17,Neutral Positive,Neutral,SDS,Opposition,Right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u102,Term 5,2010-06-17,4.33,Mixed Positive,Positive,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u104,Term 5,2010-06-17,0.06,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u106,Term 5,2010-06-17,3.35,Neutral Positive,Neutral,,,
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u24,Term 5,2010-06-17,1.25,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u108,Term 5,2010-06-17,1.03,Mixed Negative,Negative,SD,Coalition,Centre-left
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u14,Term 5,2010-06-17,2.26,Neutral Negative,Neutral,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u26,Term 5,2010-06-17,0.46,Negative,Negative,SNS,Opposition,Right to far-right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u46,Term 5,2010-06-17,0.56,Mixed Negative,Negative,DeSUS,Coalition,Centre to centre-left
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u30,Term 5,2010-06-17,0.74,Mixed Negative,Negative,SDS,Opposition,Right
ParlaMint-SI_2010-06-17-SDZ5-Redna-18.ana.u64,Term 5,2010-06-17,0.02,Negative,Negative,SDS,Opposition,Right
