ID,Text
ParlaMint-SI_2002-01-23-SDZ3-Redna-12.u5,Hvala lepa. Zdaj dajem besedo predstavnikom poslanskih skupin. Mnenje poslanske skupine Slovenske ljudske stranke bo predstavil gospod Ivan Božič. Izvolite.
ParlaMint-SI_2013-09-27-SDZ6-Redna-17.u142,"Hvala lepa. Danes, ko obravnavamo skupek zakonov o volilni zakonodaji, tudi Zakon o evidenci volilne pravice, bolj kot diskutiramo, bolj spoznavam, tudi iz razprav, da ti zakoni ne zadovoljujejo tistih standardov, ki smo jih pričakovali. Razočaran sem, da slišim, da niti z narodno skupnostjo manjšincev ni bilo doseženo soglasje, kako se bi lahko na najboljši način uredilo to, da se narodne skupnosti ne bi počutile diskriminirane. Dobivam pa tudi sam zadnji dan pošte, kjer me naši državljani, tudi iz tujine, opozarjajo, da se zopet ni naredilo tisto, da bi se lahko naši državljani, predvsem v oddaljenih destinacijah, udeležili volitev in aktivno sodelovali pri izbiri oblasti, parlamenta, kar je njihova pravica, in bi morali biti vsi hvaležni, da, recimo, v neki Argentini tako dolgo ohranjajo pristno domoljubje, pripadnost tej državi, ampak to se zgleda tudi s temi volitvami in s to evidenco volilne pravice ne bo zgodilo. Zdi se mi nezaslišano, da ob vseh volitvah ugotavljamo izredno nizko volilno udeležbo slovenskih državljanov, ki živijo v tujih državah, ki so se nekoč odselili, ampak se počutijo Slovence in imajo slovensko državljanstvo. To je gotovo, tako mi tudi pišejo, del načrtne politike. Levica se je bala teh državljanov vseskozi, iz prekomorskih držav. Za razliko od sosednje Hrvaške, ki je znala svojo diasporo organizirati, da aktivno sodeluje, da je sodelovala, Slovenija tega ne more in ni uspela. Zdaj po nekih opozorilih vidim, da je menda spet tako narejeno, da bodo predvsem volivci z območja Srbije lažje volili, kajti tam so slovenski državljani, ki so se tja priselili v času bivše socialistične države in so tam ostali, tam imajo potomce, in tisto volilno telo večinsko voli stranke slovenske levice. Zdaj se računa, da ta del volilnega telesa, slovenske diaspore odloči volitve. Vemo, da se je to nekako obrnilo že v preteklosti, na zadnjih volitvah, in moram reči, da sem kritičen glede tega, da se pravi, kako se racionalizira, kako se vse poenostavlja, da prihaja očitno tudi do neke diskriminacije in se ne želi, da bi vsi slovenski državljani, kjerkoli po svetu živijo, imeli enak dostop do volitev, in da bi se stvari res poenostavljale, omogočale ta dostop. Očitno se ponovno računa, da naj se državljani v prekomorskih državah zaradi njihove večinske politične orientacije ne bi udeležili volitev, da bi se s tem na zelo sofisticiran način vplivalo na izide volitev. Moram reči, da se mi zdi, ob tem, ko slišim tudi pripadnike narodnih skupnosti, da so se nekatere stvari poslabšale. Moram reči, da je verjetno res šlo za politični premislek, da se to dogaja, in da nekaterim slovenskim državljanom, ki ohranjajo slovenstvo v prekomorskih državah z izjemno ljubeznijo, izjemno pripadnostjo – kljub temu, da je večino njih nekdanja komunistična domovina dobesedno zavrgla in izgnala. Ampak ohranjajo pripadnost Sloveniji in bi morali po tej plati biti deležni pozitivne diskriminacije. Tako pa so vseskozi na nek način deležni negativne diskriminacije, kar je nezaslišano. Ali se zavedamo, če so vgrajeni v to zakonodajo takšni elementi, kakšno sporočilo pošiljamo v teh težkih časih, ko se mladina izseljuje zaradi ekonomskih razlogov?! Zdaj je že na tisoče ljudi, ki so se prisiljeni odseliti. In s kakšno popotnico odhajajo ti ljudje v svet, ko slišijo takšne stvari! Ali se država zaveda, da so ti ljudje lahko najlažji plen za neko peto kolono v tujini, če odhajajo, s tem, da tako ali tako morajo iti zaradi tega, kar se je zgodilo v slovenskem gospodarstvu in slovenskih bankah – ta rop, tajkunizacija, ki jih je pripeljala v brezperspektivnost. V takih okoliščinah morajo kot ekonomska emigracija odhajati v tuje dežele, kjer na začetku ne bodo mogli uporabiti svojih fakultet in vsega tega, ker to ne bo priznano, ker se bodo morali šele uveljaviti! Hkrati pa odhajajo s popotnico, da je diaspora za slovenske politične oblasti, kadar je na oblasti levica, zavržena, da je nezaželena. Kaj to politično pomeni za naslednje rodove? Bog varuj, da pride spet do celotnega svetovnega političnega pretresa, da se bodo karte mešale na novo. Kje bodo ti ljudje pristali?! Ali bodo tako, kot so pretekle generacije diaspor, imigrantov, ki so matični domovini, čeprav je bila mačeha, odpustili vse in živeli s slovenskim srcem v tujini? Ali bodo to v današnjih razmerah še sposobni ali pripravljeni storiti? Tej oblasti bi priporočal naj začne spoštovati slovenske državljane, kjerkoli na svetu so, še posebej tiste, ki so v tujini, ki jih je tragična situacija pripeljala tako daleč, da so tam, namesto, da bi jih vabili, da bodo lahko čim bolj pristopali k odločanju v tej državi. Tudi s pomočjo njihovih glasov bomo imeli v tej državi pozitivno zakonodajo, ki bo vsaj v daljni prihodnosti omogočala, da se bodo potomci slovenskega rodu ponovno vračali v to domovino. Kajti to domovino moramo graditi s skupnimi močmi, ne pa jih razdvajati in jim pošiljati negativna sporočila iz matice! Hvala."
ParlaMint-SI_2006-05-24-SDZ4-Redna-17.u72,"Hvala za besedo, predsedujoči. Samo kot pojasnilo mojemu spoštovanemu kolegu z nespornimi izkušnjami v gospodarstvu, gospodu Petku, nikoli v življenju si ne bi dovolil trditi tega, kar vi meni očitate, da vi niste za gospodarsko zbornico v Mariboru. Tega v enem mojem nastopu ni bilo zaslediti, zato se mi zdi tako sprenevedanje z vaše strani popolnoma nepotrebno in tako repliciranje je zgolj tratenje časa v tem državnem zboru. Je pa res, glede na to, da zagovarjate amandma, ki nekako otežuje pogoje za ustanavljanje dodatnih gospodarskih zbornic tudi drugod po Sloveniji, pa bi se dalo o tem razglabljati. In iz vašega nastopa je bilo, vsaj po mojem prepričanju, zaslediti težnjo po tem, da boste pri predlogu amandmajev Socialnih demokratov in pa Liberalne demokracije vsaj vzdržani, glede na to, da ste sami povedali, da ste za to, da se v Mariboru ustanovi neka močna gospodarska zbornica. Hvala."
ParlaMint-SI_2012-05-15-SDZ6-Redna-03.u125,"[[...]]o registraciji, potem pa postopkovno [[...]]"
ParlaMint-SI_2013-07-12-SDZ6-Redna-16.u220,"Hvala lepa za besedo, gospod predsednik. V prvem delu sem se najprej osredotočila predvsem na slovenščino kot manjšinski jezik, ampak sem s tem povezovala in seveda mislila na avtohtone jezike. To se pravi, narodne skupnosti, ki živijo na slovenskem območju. Učenje slovenščine za priseljence in manjšinske skupnosti, ki jim slovenščina ni prvi jezik oziroma jim omogočamo učenje svojega jezika, je bilo do sedaj v Sloveniji kar precej korektno, je pa tudi upoštevala, da je najpomembnejši poligon za razvijanje izrazja, upoštevaje tudi v slovenski jezik. Namreč, dejstvo je, da ko govorimo o nekem drugem jeziku kot o drugem jeziku oziroma o drugih jezikih manjšin ali romske skupnosti strukturalno jezikoslovje izdeluje formalne modele naravnih človeških jezikov, ki so bili nekoč bolj jezikovno povezani in so med seboj tudi sorodni, saj izvirajo iz skupnega indoevropskega jezika, medtem ko madžarski jezik sodi med neindoevropski jezik, in to je mogoče lahko tudi dodatna motivacija priseljencev. To gotovo ni nezanimivo za tujce oziroma tuje jezikoslovce in slaviste, tudi tedaj ko se splošna teoretična dognanja ali dognanja o posameznem modelu gradijo na podatkih iz slovenščine oziroma vašega avtohtonega jezika. Lahko slonimo tudi na družbenih vidikih oziroma odnosih in stikih s svojim maternim jezikom, ampak da ne bom tukaj dolgovezila [[...]]Ko se gre za zagotovitev pogojev za učinkovito jezikovno in siceršnjo družbeno integracijo govorcev, moramo predvideti tudi učinke, med njimi je tudi razvijanje in izvajanje jezikovnih izobraževalnih politik, ki bodo dogradile tudi vedenje o značilnostih človeške kognicije oziroma v čem in do kakšne mere se v odvisnosti od okolja ljudje lahko razlikujemo. Hvala lepa."
ParlaMint-SI_2005-10-28-SDZ4-Redna-10.u54,"Hvala lepa gospod predsednik. Poslanke in poslanci! Diskutiramo torej o odloku, za katerega sem že prej povedal, da ga v Liberalni demokraciji ne bomo podprli. Jaz sem postavil dve vprašanji vladi Republike Slovenije in pričakujem, da bo vlada na njih odgovorila na koncu ali v teku razprave, predvsem pa seveda menim, da je način sprejemanja tega odloka popolnoma nesprejemljiv. Mi smo ugotavljali v teku razprave na samem odboru, da bo odlok s temi spremembami povečal skupni obseg premoženja na skoraj 16 milijard, od tega pa se je polovica tega povečanja zgodila v času vlade, ki je prevzela vladanje 3. decembra 2004. Jaz sem tudi povedal, da smo ob prejšnji razpravi opozarjali na to, da je v samem odloku veliko neznank in bilo je obljubljeno, da bomo dobili ustrezna pojasnila oziroma bomo dobili z ustreznim poročilom tudi rezultate posameznih prodaj. Državni zbor je konec meseca septembra prejel poročilo o izvrševanju državnega proračuna za prvo polovico letošnjega leta. Poznano je tudi, zakaj je to bilo šele septembra, ker je vlada predlagala rebalans, vendar v tem poročilu o učinkih prodaje državnega stvarnega premoženja ni niti besede. Sprašujem torej vlado Republike Slovenije, kdaj bo predložila informacijo o realizaciji prodaje državnega stvarnega premoženja, če to ne ob poročilu o izvrševanju proračuna. Znano je namreč, da ob zaključnem računu, ki ga bomo obravnavali na novembrski seji, in to o zaključnem računu za leto 2004, vlada ravno tako nič ne poroča. Ne poroča detajlno, kako se je izvrševal proračun za leto 2004 v delu virov iz naslova prodaje stvarnega premoženja niti do sedaj predsednik matičnega delovnega telesa za to področje, govorimo o odboru za finance. Odbor za finance je namreč matično delovno telo za sprejemanje odloka prodaje državnega finančnega in stvarnega premoženja kljub moji zahtevi oziroma predlogu še ni sklical odbora, kjer bi na primer razpravljali o tem in ugotovili, kako je bilo realizirano premoženje v letu 2004. Pričakujem, da bo enako tudi v letu 2006. Danes za 4 milijarde povečujemo premoženje. Premoženje se bo pač na hitro nekako prodalo, zamenjalo. Kolegi in tudi sam sem opozarjal na nesprejemljivo nizke cene. Ali so to izhodiščne cene, ali bo, bi rekel, res prišlo do ustreznih javnih razpisov, na katerih bi bila ustvarjena minimalna konkurenca, je seveda dva meseca pred koncem leta iluzorno pričakovati in zgodile se bodo transakcije. Teh transakcij ne bo nihče gledal. Nihče jih ne bo gledal, ker očitno v vladajoči koaliciji, ki vodi matično delovno telo, odbor za finance in monetarno politiko, niti za leto 2004, ko je te transakcije izvajala še prejšnja vlada, ni bilo želje pogledati, kako se je to izvedlo in predpostavljam, da bo enako tudi v letu 2005. Vse to seveda ne bi bil problem, če ne bi mi v tem tednu naredili še nekaj zelo pomembnega. To, kar smo v tem tednu naredili, ko ukinjamo praktično protikorupcijsko komisijo. In naj vas seveda spomnim, da je eden od glavnih namenov samostojne protikorupcijske komisije prav v tem, da skozi razlike v premoženju posameznikov, ki so bodisi funkcionarji vlade ali svetniki ali pomembni nosilci javnih funkcij, pravzaprav s spreminjanjem razlik v premoženju ugotavljamo sum korupcije. Imeli bomo torej vsaj za 16 milijard prodajanja zamenjav državnega stvarnega premoženja v letih 2004 in 2005. Tega očitno v tem državnem zboru ne namerava gledati vladajoča koalicija in še tisto neodvisno, samostojno komisijo, ki bi lahko bodisi na podlagi primerjave premoženj, vsi poznate in se spomnite, da smo poslanci in poslanke, pa vsi funkcionarji na podlagi seveda odločitve tudi enega od matičnih delovnih teles v tem državnem zboru dobili dokaj celovit, popolnoma transparenten obrazec, nihče ne bo gledal razlik v teh obrazcih, ker preprosto pač bo ta protikorupcijska komisija ukinjena. Če pa kdo misli, da bo to gledala, ne vem, ""komisija, v narekovaju, s strani opozicije,"" se mora pri tem najprej vprašati, da bo seveda ta protikorupcijska, državnozborska komisija to gledala šele v novem mandatu. Zato obžalujem, da predstavniki vlade, ki so danes z nami, so pravzaprav predstavili nek odlok o spremembah in dopolnitvah odloka o programu prodaje državnega, pravzaprav stvarnega premoženja, ki ne zagotavlja transparentnega vpogleda ali pa, če hočete, niti ne vzpostavlja ustreznih izhodišč za transparentno prodajo, ker niso znani pogoji, na kakšni oceni se bo to prodajalo in ker seveda za to ni dovolj časa, da bi na podlagi osnovnih pravil zbiranja javnih ponudb lahko prišlo do konkurenčnega oblikovanja ponudb za posamezna premoženja. Zato seveda ugotavljam, da bo očitno ali pa lahko prišlo do precejšnjega oškodovanja državnega premoženja v poslih, ki se bodo izvajali. Če nam bo dovoljeno, opoziciji, bomo prek komisije za nadzor proračuna in drugih javnih financ zahtevali in na to tudi ustrezno opozarjali, ampak ker je v tej vladi oziroma njenih paradržavnih organih navada, da na seje niti ne hodijo, se sprašujem, na kakšen način bomo lahko izvajali ustrezen nadzor nad izvedbo tega programa prodaje državnega stvarnega premoženja. Zato zaključujem. Predlagam, da preprosto prekinemo razpravo o tem odloku ali da odlok zavrnemo in da se vse, kar je tu navedeno, če se res v strankah vladajoče koalicije zavzemate za transparentno delovanje v javnih financah, to vključite v odlok za leti 2006 in 2007 in ta odlok uresničite v polni meri na podlagi določb zakona o javnih financah. Nekdo bo seveda rekel, da je to izredno težko, vendar moram povedati, da je to mogoče, to se da narediti. Cel kup transakcij, predvsem transakcij pri prodaji državnega finančnega premoženja, je bilo v preteklosti izvršenih v polni meri, se pravi, transparentno. To potrjujejo tudi poročila računskega sodišča, imamo nekaj revizij računskega sodišča za posamezne posle prodaje državnega finančnega premoženja. In če je tej vladi za to, da bi res skrbela za učinkovito upravljanje z javnimi financami, potem bi ta odlok po svoji vsebini vključila v odlok za leti 2006 in 2007. Vse drugo je pač iskanje nekih lukenj, kako mimo procedur javnih financ nekomu omogočati posamezne, če hočete, premoženjske koristi, ne da bi kdorkoli v Republiki Sloveniji imel v poizvedbi le-tega lahko ustrezen vpogled. Povedal sem, ni interesa, do sedaj še ni bila sklicana ustrezna seja odbora za finance, da bi pogledali, kako se je realizirala prodaja državnega finančnega in stvarnega premoženja v letu 2004, čeprav imamo v državnem zboru že najmanj slab mesec zaključni račun za leto 2004. Tako da preostalim, ki se pač v tem petkovem dopoldnevu tukaj družimo, predlagam, da to vendarle prenesete v svoje poslanske skupine, in če vam je res za to, da bi v Sloveniji nadaljevali z večjo transparentnostjo javnih financ, potem ta odlok zavrnimo. Hvala lepa."
ParlaMint-SI_2006-06-27-SDZ4-Izredna-19.u53,"Spoštovani prisotni! Z gotovostjo v imenu poslanke in poslancev Slovenske nacionalne stranke izrečem dosedanjo zahvalo tako predstavniku zveze dr. Kugovniku kot županu mestne občine Maribor gospodu Soviču in seveda enakovredno predstavniku Univerze v Mariboru dr. Radonjiču za vse do sedaj izvedene aktivnosti okoli projekta, za katerega iskreno upam, da se bo mesto Maribor z njim srečalo, okoli projekta, za katerega lahko iskreno upam reči, da se bo z njim srečala Republika Slovenija. Govoriti enostavno, da je to projekt mesta Maribor in ne projekt naše države Republike Slovenije je ne nazadnje neprimerno. Govorimo o velikem projektu, ki se bo odražal v vsej svoji sinergiji tako za mesto kot za našo državo, torej na najvišji možni ravni. Prav je, da poteka sodelovanje tako med univerzo, mestom Maribor, vlado Republike Slovenije in ne nazadnje med zakonodajno vejo oblasti, torej parlamentom Republike Slovenije. Po naši oceni je malenkostno slabo danes izpostavljati oziroma napovedati črnost projekta oziroma črnost objektov, po njihovi, recimo temu, 14-dnevni profesionalni uporabi. Mesto Maribor z okolico kakor tudi Republika Slovenija v vsej svoji majhnosti, žal, geografski majhnosti, seveda potrebuje športne objekte, posebej če ob vsem tem upoštevamo našo vsakokratno hvalo, ko smo v tujini ali ko smo doma, da je Slovenija univerzitetna država, da Slovenija je športna država. Omenjeni projekti, ki so pred nami, bodo dolgoročno gledano omogočali, da bomo predvsem glede tistega hvalevrednega temelja, torej, da je Slovenija športna država, s tem projektom in podobnimi projekti dali temelje. V nacionalni stranki si želimo, da bi predhodna vložitev kandidature za organizacijo zimske univerzijade Maribor 2011 dobila večinsko ali pa soglasno podporo v okviru državnega zbora. Želimo si, da bi finančna situacija v okviru vlade Republike Slovenije bila zagotovljena pravočasno, predvsem v smislu, da bo lahko po eni strani mesto in po drugi strani Republika Slovenija s ponosom, predvsem pa uspešno izpeljala omenjeni dogodek. V nacionalni stranki, kot rečeno, bomo seveda predlog podprli. Hvala."
ParlaMint-SI_2021-12-14-SDZ8-Redna-28.u268,Hvala lepa. Besedo ima minister mag. Andrej Šircelj. Izvolite.
ParlaMint-SI_2012-04-21-SDZ5-Izredna-42.u80,"Hvala za besedo, gospod predsednik. Lep pozdrav ministru! Predlagatelja ni. Za razliko od ostalih pobud za referendume, se v DeSUS za tega, ki mu bomo danes še formalno utrli pot med ljudi, strinjamo, da je vsebina takšna, ki mora biti potrjena ali ovržena s strani ljudstva. Vse generacije – tisti, se danes šolajo in bodo kmalu stopili na trg dela, delovno aktivni in upokojenci – naj dokončno povedo, ali je pokojninska reforma sprejemljiva za njih. Sleherni od njih je vpet v to zgodbo in prav je, da imajo zadnjo besedo prav oni. Pri tem verjamem, da imajo oziroma bodo imeli pred očmi dejstvo, da je današnji pokojninski sistem sicer nekoliko zarjavel in zato ne dohaja vseh okoliščin današnjega časa, ko postajamo dolgoživa družba. Drugo, kar je treba imeti pred očmi, pa je dejstvo, da niti ta reforma niti kakršna koli druga opcija v nobenem primeru ne bi morale biti konstruktivne rešitve za zmanjšanje pritiska na javne finance, če ne bo delovnih mest, ki so primerni vir za izplačevanje pokojnin. Če ne iz prvih rok, pa je iz medijev vsem znano, da so nekaj dni nazaj potekala številna ugibanja in pregovarjanja na različnih ravneh o tem, kaj narediti, da do referenduma ne bi prišlo. Ne samo da smo pri tem ostali na različnih bregovih, tudi formalno se referendumu v teh zadnjih trenutkih ni bilo več moč izogniti. Čas se je iztekel in tudi možnosti so bile izčrpane. Namreč, konec lanskega leta ne stranka ne Poslanska skupina DeSUS nista a prióri že v začetku nasprotovali pokojninski reformi, tako smo skrbno spremljali oblikovanja svežnja ukrepov, ki bi jih ta reforma povzročila za upokojence in seveda tudi delavce. Res je, da smo uspeli spremeniti prvotno švicarsko formulo v tako razmerje usklajevanja, ki je tudi za upokojence lahko sprejemljiva, ampak preostala ekipa v koaliciji se je kasneje sama odločila izigrati dogovor in zamrznila dogovorjeno formulo za nekaj let. Prav tako je z interventnim zakonom zamrznila vsako leto valoriziranje pokojnin na zgolj še borih 25 %, pri čemer je upokojence izenačila z javnimi uslužbenci in tudi pozabila, da se sredstva za to usklajevanja namenjajo iz državnega premoženja preko kapitalske družbe pokojninskega in invalidskega zavarovanja. Skratka, nova formula in zamrznitev pokojnin pomenita samo eno: raven dohodkov upokojencev se bo znižala, torej so slabi socialno ekonomski položaj upokojencev. Tukaj je še ena pomembna točka, ki nas skrbi pri tej reformi. Sprašujemo se, kako bo z zagotavljanjem delovnih mest zaradi podaljšanja delovne aktivnosti oziroma zaradi višajna starostnega pogoja za upokojitev in kako se bo dogajalo na ustvarjanju novih delovnih mest, da se bodo na trg dela lahko vključevale mlajše generacije in da bodo istočasno imeli varno zaposlitev starejše generacije. Ali ni ob masi 114 tisoč brezposelnih iluzorno pričakovati, da bodo v bodoče imeli zaposlitev tako mladi ljudje in starejši, če pa ni videti okrevanja gospodarstva? Prav tako pa ne gre zanemariti stranskih učinkov, ki jih bo prineslo daljšanje delovne aktivnosti na zdravstveno stanje nekaterih skupin delavcev in posledično na zdravstveno blagajno. Da ponovimo še zadnjo stvar, ki smo jo v poslanski skupini videli kot ključno za nesprejetje reforme oziroma posega. Državni proračun, ki je danes razumljivo preobremenjen s pokojninami, je to ostal tudi zato, ker je vstopil v financiranje pokojninske blagajne zaradi znižanja prispevne stopnje delodajalcem, delavci pa imajo plačo še vedno enako obremenjeno. O tem je govoril tudi predlagatelj. Denar se naj vzame tam, kjer je, če pa ga je preveč v tujini, pa naj gredo po njega tisti, ki so ga tam tudi skrili. Potrditev tega odloka pomeni zadnjo formalnost, ki jo moramo danes opraviti poslanci. To bomo v naši poslanski skupini tudi storili. Hvala lepa."
ParlaMint-SI_2015-03-09-SDZ7-Redna-05.u93,"V Poslanski skupini Združena levica bomo glasovali za amandma iz enega preprostega razloga. Danes smo večkrat slišali, da je efektivnega dela v Sloveniji premalo. Zakaj ga je premalo? Zato, ker je efektivno delo odvisno v prvi vrsti od zadovoljstva in spočitosti delavcev. In kako naj bodo ti delavci zadovoljni, spočiti, če se jim delavske pravice jemljejo na vsakem koraku. Ena od teh pravic je gotovo tudi pravica do tega, da je 2. januar dela prost dan. Raziskave o poslovnih aktivnostih, ki jih izvaja Evropska komisija, jasno kažejo kaj je ovira, in to niso dela prosti dnevi, ampak pomanjkanje povpraševanja in otožen dostop do posojil. Se pravi, če hočemo da bo gospodarstvo bolj učinkovito in da bodo boljše poslovali, dajmo delavcem ta 2. januar in dajmo gospodarstvu kredite, ki jih potrebujejo. Namesto da privatiziramo slovenske banke, dajmo spodbujati slovenske banke k temu, da ustvarijo tudi boljše okolje za poslovanje gospodarskih služb. Vlada ni naredila ničesar v tem koraku, in mislim, da lahko vsaj vladna koalicija ta trenutek s podprtjem tega našega amandmaja pokaže vsaj malo posluha do delavskih pravic in do stanja tistih, ki so na robu naše družbe.Hvala."
ParlaMint-SI_2002-02-21-SDZ3-Redna-13.u118,"Hvala za besedo. Spet se pojavlja kriterij zdravstveno varstvo, pri čemer je tukaj argument vlade še bolj majav. Popolnoma je pa neprimeren, če pogledamo, kako je organizirana zdravstvena služba, zdravstvena dejavnost, primarna pomoč, sekundarna pomoč. To je naloga države, da zagotovi državljanom primerno zdravstveno varstvo, ne glede na občinske meje. Oprostite, argumentiranje zavračanja ustanovitve občine na takšen način je neresno početje. To ni primerno. Zato bomtudi glasoval za ustanovitev občine."
ParlaMint-SI_2016-01-25-SDZ7-Redna-15.u100,"Ja, hvala za besedo. Vsem prav lep pozdrav! Ker ne dvomim v pripravljenost gospoda ministra Mramorja, bi želel odgovor čimprej, lahko tudi v pisni obliki. Vprašanje, ki ga bom postavil, je zagotovo tisto, ki bi moralo biti eno od ključnih pri oblikovanju vladnih politik v zvezi z ilegalnimi migranti. In sicer želim vedeti: Kolikšna je dejanska višina skupnih neposrednih in posrednih stroškov oziroma škode, ki je bila povzročena z nepotrebnim sodelovanjem in izpostavljanjem Slovenije v tem migrantskem toku? Dejstvo je namreč, da po Ženevski konvenciji, ki je, trdno sem prepričan, večina tistih, ki o tem odloča, sploh ne pozna, ne pozna pa niti okoliščin njenega sprejema, nobena država ni dolžna sprejeti niti enega samega azilanta oziroma migranta. To je zanimivo, in verjetno marsikdo to prvič sliši. Kdor ne verjame, naj si gre pogledati razprave ob sprejemanju te temeljne listine. V praksi se jo izvaja danes tako na svetu, da je dejansko dolžna na nek način, vendar je tudi ta zaveza zgolj moralna oziroma politična, sprejeti migranta oziroma azilanta tista prva država, ki neposredno meji na območje, na katerem so ogrožene posamezni osebi bodisi njene temeljne človekove pravice bodisi neposredno življenje oziroma eksistenca. V nobenem primeru to Slovenija niti slučajno ni in ne more biti. In zaradi tega je vse to ravnanje nepotrebno in vsa škoda je nepotrebna. Nepotrebna škoda, ki nastaja zaradi slabe vladne politike na področju migrantske krize, pa je ogromna. In sicer tista, ki je neposredna, seveda preveriti s postavkami proračunu in z neposrednimi stroški, posredna pa se skriva seveda v dveh delih. Eno je kaj bo, ko smo, kajti smo dejansko že izločeni iz schengena, vsaj v taki obliki, ki je nekoč postajala [[..]]Gospodarska zbornica je izračunala škodo v višini nekaj milijonov in potencialno škodo 55 milijonov, če gre samo zato, da si nekateri premislijo glede turističnega obiska Slovenije. In seveda drugo je, da posredna škoda nastaja s tem, ko podjetniki ne investirajo, kajti strah je najmočnejše gibalo, ljudje pa svoj denar hranijo doma ali kvečjemu v bankah. Kaj to pomeni? Denar ne kroži in ne poganja ekonomije. Škoda, ki zato nastaja, pa je trajna. In te škode Sloveniji zanesljivo nihče ne bo povrnil. In zanima me – in trdno sem prepričan, da vsakogar v Sloveniji – višina te škode."
ParlaMint-SI_2004-07-05-SDZ3-Izredna-48.u29,"Hvala lepa. Dovolite, da pojasnim samo, da je zunanji minister imel v planu dva krat po 30 minut za svojo razpravo. Ko je prvih 30 izčrpal, je prosil, da bi ta prvi del imel nekoliko daljši, pa drugi zato toliko ustrezno krajši, 9 minut in 39 sekund je bil daljši v prvem delu. Hvala lepa. Bogdan Barovič dobi besedo za stališče Slovenske nacionalne stranke."
ParlaMint-SI_2002-09-25-SDZ3-Redna-18.u140,"Hvala lepa. Ta zakon je odličen poligon za vse demagoge v tem parlamentu, tako kot bi bil, recimo, zakon o poslancih, in me tudi spominja nanj. Ravno tako, kot smo se tam včasih zaletavali enkrat preveč navzgor in drugič bili preveč poniglavi, se je tu zgodilo to. Osebno menim, da je zakon v tistem delu, kjer ureja položaj in pogoje za aktualnega predsednika, povsem korekten in v redu. Vsem razpravljavcem je bila skupna neka nit, to pa je, da se je preveč bogato ovrednotilo oziroma postavilo vse pravice, ki bi šle bivšemu predsedniku. Tudi sam sem takšnega mnenja, da je to v nesorazmerju z državo, v kateri živimo, in seveda zato, ker se navzdol vedno da z, pravzaprav lepotnimi popravki v posameznih členih, ki urejajo to področje, to stvar zmanjšati. Ker sem osebno prepričan, da bo ta državni zbor zmogel dovolj modrosti pri tehtanju, koliko je še tisto, kar je sprejemljivo in koliko je tisto, kar je pravzaprav nesprejemljivo, bom seveda zakon podprl."
ParlaMint-SI_2015-11-24-SDZ7-Redna-13.u219,"Hvala lepa. Izvolite, dr. Trček ima zahtevo za dopolnitev odgovora."
ParlaMint-SI_2006-06-20-SDZ4-Redna-18.u208,"Hvala lepa. Glasujemo. Navzočih je 79 poslank in poslancev, za je glasovalo 45, proti 23. [[Za je glasovalo 45.]] [[Proti 23.]] Ugotavljam, da je zakon sprejet. In še zadnja točka današnje seje 22. točka dnevnega reda - obravnava predloga sklepa o priznanju neodvisnosti in suverenosti Republike Črne gore. Prehajamo na odločanje o naslednjem predlogu sklepa: Republika Slovenija prizna Republiko Črno goro kot neodvisno in suvereno državo. Glasujemo. Hvala lepa, tako je prav. [[...]] [[Aplavz.]] [[...]]Vseeno mi dovolite, da razglasim rezultat, 80 navzočih in vsi za. [[Za je glasovalo 80.]] S tem zaključujem to točko dnevnega reda. Prekinjam 18. sejo državnega zbora, ki jo bomo nadaljevali jutri ob 9. uri, vam pa želim čim bolj hladen večer."
ParlaMint-SI_2020-05-27-SDZ8-Redna-17.u128,"Gospod Mesec, saj jaz vam bi želela replicirati samo v eni zadevi, namreč glede vašega zavzemanja za pravico do prostega časa. Ta pravica do prostega časa za vse ljudi v delovnem razmerju ni absolutna, povezana je s karakterjem, z dinamiko konkretne zaposlitve. Konec koncev tudi naš poklic poslancev ni nekaj, kar bi omogočalo, da si prosti čas sami izbiramo, tako tudi v drugih poklicih verjamem, da ljudje z določeno mero verjetnosti oziroma predvidevanjem vstopajo v določen poklic, razen seveda tisti, ki si lahko privoščijo 24 ur na dan prostega časa, tistih pa, mislim da, je zelo malo, ampak to je pač pogojeno potem tudi z ekonomsko svobodo. Toliko. Hvala."
