ID;text;tag_tamara;tag_katja;comments_tamara;comments_katja;flagged_tamara;flagged_katja;sent_tamara;sent_katja;chair;final_tag
ParlaMint-SI_2013-05-21-SDZ6-Redna-14.u178;Hvala lepa. Besedo ima gospod Danijel Krivec.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2006-10-24-SDZ4-Redna-21.u183;Hvala. In še kolega Peče.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2012-12-05-SDZ6-Izredna-23.u77;Hvala lepa. Prej sem videla še želje po razpravi. Gospa Brunskole, morda še kdo? Sicer bomo kar njej dali besedo. Odpiram možnost za prijavo k razpravi. Imamo 3 prijavljene. Prvi bo razpravljal mag. Andrej Šircelj.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2004-06-16-SDZ3-Redna-37.u228;Hvala lepa. Prehajamo na glasovanje o predlogu zakona. Glasujemo. Navzočih nas je 61, 56 poslank in poslancev je glasovalo za, proti nihče. [[Za je glasovalo 56.]] [[Proti nihče.]] Ugotavljam, da je zakon sprejet. S tem zaključujem to točko dnevnega reda in prekinjam 37. sejo državnega zbora Republike Slovenije, ki jo bomo nadaljevali jutri ob 10.00 uri. Hvala vsem in lahko noč!;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2005-09-26-SDZ4-Redna-09.u184;"Torej, te vaše predloge akceptiramo in jih rešpektiramo, kot se reče. Naredili smo tudi izračune, kaj lahko pričakuje posameznik, ki je brezposeln, in smo ugotovili pač, da se v mnogih primerih mu ne splača zaposliti. To je ne nazadnje tudi posledica dodajanja nekih ukrepov - vrsta socialnih pomoči - ki pa niso bili med seboj do sedaj povezljivi. Naloga te vlade je, in tudi seveda parlamenta, da ugotovi in sprejme spremembe, ki bodo zagotovile sistem bolj pravičen. Namreč, ni dobro, da vodimo takšno politiko, ki zagotavlja večje prejemke iz naslova brezposelnosti in socialnih pomoči, kot pa, če bi jih nekdo dobili, če je zaposlen. Ravno to ja ta usmeritev in če boste pogledali program vlade Republike Slovenije, so v pripravi te spremembe; so pripravljeni, so predloženi ti zakoni, ki bodo te vaše pripombe seveda tudi upoštevali. Seveda pa na koncu, kot je že poudarjeno, velja tudi ravnanje institucij, vsakdanje ravnanje striktno vztrajanje in nadzorovanje, ali brezposelni resnično iščejo zaposlitev ali jo morda tudi skrito odklonijo. To pa se še dogaja in vaše pripombe so umestne.";M_Positive;M_Positive;Hope for positive change. Could also be M_Negative.;Mixed sentiment - negative topic, however sentiment changes in the second part. ;1.0;;Positive;Positive;FALSE;M_Positive
ParlaMint-SI_2011-02-04-SDZ5-Redna-24.u88;"Oglašam se na tej točki, samo zaradi vljudnosti, ker sem bila pozvana, ne pa zaradi tega, ker mislim, da bi morala vam razlagati, kakšna pravila imate v hiši v Državnem zboru, sploh pa člani komisije. Mogoče je zgolj treba še enkrat ponoviti, da obstajajo tudi pravila za to komisijo, se pravi Komisijo za nadzor varnostnih in obveščevalnih služb, ko vstopa v institucije, ki imajo določana pravila. Ko si želite, kdorkoli pravzaprav ne samo komisija, ogledati material, ki je v Arhivu Republike Slovenije oziroma gre tukaj za material, ki je spravljen še v Sovi, čeprav je prejšnja vlada rekla, da bo temu naredila konec in da ga bo preložila, mora pač zadostiti nekim potrebam. In ta pravila so jasna. Treba se je najaviti, treba je povedati, kaj tam delaš, da se tudi uslužbenci pripravijo in se najbrž vodijo tudi zapisniki. Glejte, jaz sem preživela v arhivih ogromno časa, ne samo v slovenskih, ne samo v Arhivu Republike Slovenije, ne samo v televizijskem, kjer sem odkrila pol undergrounda v bunkerju in ga tudi potem dala na svetlo, ampak tudi v španskih in še kakšnih drugih. In ni bilo nikjer možno, tudi v lastni hiši, kjer sem bila zaposlena, kar tako potrkati in reči: ""Evo, tega bom jaz malo pogledal."" Pa naj je šlo za status novinarja ali za kakšen drug status. To so pač pravila in verjamem, da niso bila tokrat uporabljena, kakšna imate, pa verjamem, da se jih pa še sploh predsednik drži. Ampak, glede na to, da sem že pri besedi, bi veljalo mogoče znotraj tega preseka neke polovice pogovora vendarle izpostaviti še nekaj stvari. Znotraj pogovorov, ki sem jih zjutraj načela, s tem da so se znotraj soočanja s situacijo, pred katero sta bila tako direktor arhiva kot direktor Sove, o tem, kaj je pravno in kaj je moralno, znotraj vse te diskusije smo zadnje čase se soočali s številnimi izrečenimi besedami. Bilo jih je ogromno, ogromno jih je bilo in ni dvoma tudi, da so včasih bile preveč baročne in preveč trde. Bile so včasih tudi predmet ideoloških, nedvomno tudi lustracijskih napadov. Teh besed je bilo več kot besed, ki bi obravnavale Arhiv Republike Slovenije kot institucijo, ki je zagotovo mnogo več kot le omara za dokumente, v katere se spravi dokumente tako službe nekdanje SDV kot današnje Sove. V teh dnevih, ko so noč in dan vročično, baročno, mnogokrat, priznajte si, žaljivo razpravljali tudi na način, ko naša varnost, samostojnost in tudi državotvornost nima več nobene cene; v teh dnevih se je malokdo vprašal, zakaj smo šele v tem mandatu – in to velja opomniti, zakaj smo šele v tem mandatu – se začeli soočati z arhivom, ki je bil do sedaj v vseh dimenzijah svojega poslovanja, delovanja zapuščen, zanemarjen ali pa spregledan. Ker je bil fokus – in vidite, tudi v tej hiši se že več kot teden dni ukvarjamo z 80 metri gradiva, ki je zelo mala reža znotraj številnih, res je, še ohranjenih gradiv; ampak se mogoče ne soočamo tudi z drugimi vprašanji, ki jih pač narekuje čas. Ta vprašanja so vezana tudi na vprašanje digitalizacije arhivskega gradiva, na vprašanje, koliko je treba popravljati in graditi ali obnavljati hiše, v katerih je to gradivo spravljeno. In to gre skozi eno uho [[...]]Ali pa to ni sploh bilo predmet zanimanja – materialno stanje arhivov. Zanimivo, ko so ta poročila, ki jih zdaj seveda z večjo pozornostjo prebiramo, tudi gradiva na vladi, tudi gradiva pogovorov na vladi, ko se je sprejemal 2006 ta zakon in ko se je vlada soočala s poročilom teh komisij, ki so se ukvarjale s stopnjo potrebne zaščite gradiv, ki jih tudi danes obravnavamo, takrat je bilo obljubljeno, da bi se premikanje gradiv bistveno bolj hitro dogajalo, naj se v Arhivu Republike Slovenije zaposli nekaj ljudi več. Obratno! Kaj se je zgodilo? Sedem ljudi manj se je zaposlilo v tistem času in danes jih je [[...]]Hočem reči, da je prav, da je treba videti probleme v bistveno širši luči, pravilno je, da se soočamo tudi z vprašanji, kaj pomeni zgodovina, dokumentirana zgodovina in kaj pomeni tudi izraba teh dokumentov in ta se lahko zgodi zelo zelo hitro, tudi vemo, z izbrisom kakšne fotografije ali kakšne sekvence v filmih ali pa v dokumentih, objavljenih tako ali drugače. Kako se zgodovina hitro potvori z enosekundno drugačno situacijo, z enim montažnim rezom, da vam poveže drugačno sporočilo Eisensteinove Oklepnice Potemkin, ki če en kader preložiš nekam drugam, dobi povsem drug pomen. Tega je bilo precej v preteklosti, tega je bilo tudi v zelo amaterskih izdajah, ki prihajajo ven v interpretacijah in lahko zelo hitro ranijo. Sama vem, ko sem iz bunkerja dobesedno pripeljala gradivo ven, kako je lahko v tem gradivu o neki osebi, ki se čuti s kontekstom objave prizadeta in s tem tudi ranjena. Ampak tu in danes govorimo o drugih vprašanjih. Govorimo o tem, da je treba materijo urediti na pravni način. Da je treba prekiniti s takimi moralnimi in pravnimi dilemami, ki so nastale sedaj, ko se je izkazalo, da je zakon, ki je hotel biti, in ki je bil, tako liberalen, da je vse pustil odprto, v bistvu sam videl, da je moral, hkrati ko je odpiral, tudi zapirati. In ponavljam, s to novelo, ki smo vam jo predložili v obravnavo, samo reguliramo odprtost in bodočo dostopnost Arhiva Republike Slovenije; se pravi, naše zgodovine.";Negative;Negative;A bit sarcastic ;;;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2001-04-18-SDZ3-Redna-05.u50;Glede na to, da niste zelo jasno oblikovali svojega predloga, glede na to, da odbor je povedal svoje, vlada tudi, da so vsi pogoji za odločanje, v tretji obravnavi ni poslovniških razlogov, da bi to točko prekinili. Tako, da [[...]]Replika, gospod Veber, gospod Potrč in gospod Džuban. Oprostite, ampak najprej sem razumel, da je replika gospoda Vebra. Prosim!;N_Neutral;Negative;Procedural;A little bit confusing, but the sentiment is there - it is very accusatory. I would have a hard time saying this is just N_Neutral;;;Neutral;Negative;TRUE;N_Neutral
ParlaMint-SI_2009-10-19-SDZ5-Redna-10.u186;Spoštovani poslanci, spoštovani predsedujoči! Hvala lepa za besedo. Ni bila namera Vlade, da ne bomo prisotni pri razpravi, vendar ker ni bilo vloženih dodatnih amandmajev, smo smatrali, da je dodatna obrazložitev zakona nepotrebna. Ampak ne glede na to, vam bom na kratko razložila tisto, kar boste potem še približno štirikrat slišali, kaj je vsebina zakona, ki ga predlagamo v Državni zbor. Ključna zadeva te spremembe zakona je uskladitev z evropskimi predpisi, ki se nanaša na direktivo sveta o davku na dodano vrednost. Gre za to, da se predlaga spremenjeni način obdavčenja glede na kraj opravljanja storitev in glede na vračilo davka na dodano vrednost zavezancem, ki nimajo sedeža v državi članici vračila. Poleg tega vnašamo v zakon nekatere dodatne določbe, ki bodo izboljšale oziroma zmanjšale goljufije pri davčnem poslovanju in predvsem izboljšale pobiranje davkov v primerih mednarodnih transakcij. Nova pravila v zvezi s krajem opravljanja storitev davčnih zavezancev sledijo uveljavitvi načela obdavčitve po namembnem kraju. Sprememba pravil v zvezi z vračili davka na dodano vrednost davčnim zavezancem s sedežem v drugi državi članici predstavlja posodobitev obstoječega postopka vračil, ki bo potekal izključno elektronsko. S predlogom zakona se zvišuje odstotek pavšalnega nadomestila, ki se obračunava pri nakupih blaga in storitev od kmetov pavšalistov, in sicer s 4% na 8%. Nadalje se predvideva povišanje praga za uporabo posebne ureditve obračunanega davka na dodano vrednost po plačani realizaciji, in sicer z 208.000 evrov na 400.000 evrov. Predlog zakona vključuje tudi uvedbo nižjih stopenj davka na dodano vrednost za nekatere delovno intenzivne storitve. Gre za več vrst storitev, kjer pričakujemo, da bodo posledice pozitivne tudi v smislu zmanjšanja sive ekonomije v sektorjih, ki jih bodo zadele. Predlog zakona uvaja nekatere dodatne ukrepe za preprečevanja goljufij na področju davka na dodatno vrednost, in sicer predvideva hitrejšo poročanje o transakcijah znotraj skupnosti in skrajšanje rokov za predložitev rekapitulacijskih poročil, določitev tržne vrednosti kot davčne osnove v zvezi z dobavami, ki se opravljajo med povezanimi osebami, določitev obveznosti predložitve instrumenta zavarovanja za zavarovanje izpolnitve obveznosti v postopku odločanja o vračilu davka na dodano vrednost na podlagi obračuna davka, predvideva možnost uvedbe mehanizma obrnjene davčne obveznosti v določenih rizičnih sektorjih, ki jih je treba nadzirati možnosti uvedbe instituta solidarne odgovornosti za plačilo davka na dodano vrednost v primerih, ko izhaja, da je davčni zavezanec vedel oziroma bi moral vedeti, da sodeluje pri transakcijah, ki so namenjene izogibanju plačil davka na dodano vrednost, možnost predložitve obračuna davka na dodano vrednost pred zakonsko določenim rokom in za krajše davčne obdobje zavarovanja izpolnitve davčne obveznosti ob dodeljevanju identifikacijske številke za davek na dodano vrednost oziroma po njegovi dodelitvi, možnost odvzema identifikacijske številke in s tem preprečitev nadaljnje utaje. Zadnji predlagani ukrepi se nanašajo na obveznost davčnega zavezanca, ki prvič predlaga davčni obračun. Menimo, da spremembe zakona prinašajo pozitivne spremembe v sistem obračunavanja in plačevanja davka na dodano vrednost, zato predlagamo, da jih podprete. Hvala lepa.;M_Positive;M_Positive;Ask for support, aa changem but some negative.;Slightly sarcastic approach in the beginning, followed by outline of positive changes. Could also be P_Neutral, as the sentiment is not very strong. ;;1.0;Positive;Positive;FALSE;M_Positive
ParlaMint-SI_2020-09-18-SDZ8-Izredna-44.u374;Hvala lepa, podpredsednik za besedo. Dobro jutro! Minister Hojs je danes v svojih razpravah dokazal, da ne razume delitve oblasti, da ne pozna Zakona o splošnem upravnem postopku, po katerem bi lahko oziroma bi moral odločbo Thompsona s strani Ministrstva za notranje zadeve izreči za nično v skladu z 280. členom ZUP v povezavi z 279. členom. Sicer pa funkcionarji ne rabijo ZUP, tako da tukaj imate eno, bom rekla, opazko. Poteptal je človeško dostojanstvo, dajal je nezakonite usmeritve policiji, odredil je preventivno identificiranje protestnikov, kar je Varuh opozoril in povedal, da je to kršitev zakonodaje, nepreklicno je odstopil, danes je še vedno med nami. Da ima okoli sebe tudi osebe, ki disciplinirajo kriminaliste, konkretno Kangler v zadevi domnevne prostitucije. Takšen minister si ne zasluži moje podpore, zato bom tudi interpelacijo podprla.;Negative;Negative;Negative towards a person. ;;;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2006-03-28-SDZ4-Redna-15.u187;Hvala. Besedo ima gospa Potrata.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2006-11-28-SDZ4-Redna-22.u151;Hvala. Gospod Slavinec.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2004-05-31-SDZ3-Izredna-46.u249;[[...]]nezakonitega delovanja, bi rekel, politične korupcije, da lahko minister na takšen način reče: ne dam soglasja. In njegova velja! Ne nosi nobene odgovornosti! Odgovornost je na svetu zavoda, odgovornost je na učiteljskem zboru, on pa je tisti, ki arbitrarno odloči. Ali se še v kateri državi, v Evropi tako odloča? Vem da so to neprijetne zadeve, ko vam tako tu govorimo in da so lahko vsemu temu smejite in se norčujete, ker pač imate to veliko moč. Ampak to so dejstva, ki jih lahko argumentiramo in ki jih lahko tukaj predstavimo. Zelo sem vesel tega, kar sem danes slišal v zvezi s temi zemljišči. Pa vas bom spomnil, kako smo sprejemali zakon o kmetijskih zemljiščih, ker sem se sam veliko [[...]];Negative;Negative;Missing something;;;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2015-02-20-SDZ7-Izredna-09.u354;Prehajamo na odločanje o Predlogu rebalansa proračuna Republike Slovenije za leto 2015 v celoti [[…]] [[oglašanje iz dvorane]] Očitno ne. Potem prosim, da se zopet prijavite. Obrazložitev glasu gospa Marjana Kotnik Poropat.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2015-11-24-SDZ7-Redna-13.u148;Hvala lepa za besedo, predsedujoča. Spoštovana ministrica, minister, kolegice in kolegi! Tokrat vas prvič sprašujem v zvezi z vizijo, delovanjem in financiranjem Inštituta informacijskih znanosti v Mariboru. To vas sprašujem kot kombinacijo mariborske inštitucije in inštitucije nacionalnega pomena na svojem področju. Sprašujem vas v kontekstu zaključka dozidave objekta IZUM-a ter energetske sanacije obstoječega objekta, ki se prav zdaj zaključuje. Vsak petek, ko prihajam iz Ljubljane domov, se peljem tam mimo, in moram povedati, da ima že kar neko končno, lepšo kot vrsto let nazaj, podobo. Sprašujem vas: Kakšna je vizija delovanja IZUM-a kot institucije, predvsem pa projekta COBISS.Net z vaše perspektive, s perspektive Ministrstva za izobraževanje, znanost in šport kot resornega ministrstva, predvsem pa z možnostjo optimalnega financiranja dejavnosti IZUM-a in projekta COBISS.Net? Morda stavek, dva o IZUM-u, ki je bil ustanovljen leta 1992 zaradi projekta COBISS.Net kot javni zavod. Leta 2011 je inštitucija pridobila status regionalnega centra Unesca za knjižnične informacijske sisteme in informacijske sisteme v raziskovalni dejavnosti. Samo ime je nekako, kot rečeno, zgodovinsko pogojeno, saj je torišče IZUM-ove dejavnosti zagotavljanje informacijske podpore izobraževanju, znanosti, kulturi, to je torej torišče na tem področju. Osnovna dejavnost IZUM-a je torej javna služba, financirana iz integralnega proračuna države, manjši del pa se financira tudi iz tržne dejavnosti, predvsem s prodajo svojih proizvodov in storitev v tujino, bolj na območje Zahodnega Balkana. Preden mi časa zmanjka, še osrednje vprašanje. Zanima me: Kako vi vidite vizijo in delovanje IZUM-a v prihodnje? Ob tem pa apeliram na vas, da po svojih najboljših močeh, prizadevanjih, znanjih, naporih skušate zagotoviti oziroma doseči takšen obseg in dinamiko financiranja, da ne bo ogrožena obstoječa dejavnost IZUM-a, predvsem pa, da ne bodo prizadeti uporabniki storitev – teh ni malo, morda še kaj več o tem v nadaljevanju z vaše strani –, ki jih ponuja IZUM, in da ne bo tu izgubljenih približno 110 delovnih mest, ki so zdaj na IZUM-u, in da ne bo ob morebitnem, bog ne daj, črnem scenariju za IZUM še eno pogorišče več v Mariboru.;M_Negative;M_Negative;A bit of both. ;Questions to the MPs, first part seems relatively positive, but the questions seem charged, especially in the last part.;1.0;;Negative;Negative;FALSE;M_Negative
ParlaMint-SI_2016-12-13-SDZ7-Redna-25.u181;Glasujemo. Navzočih je 78 poslank in poslancev, za jih je glasovalo 7, proti pa 66. [[Za je glasovalo 7.]] [[Proti 66.]] Ugotavljam, da amandma ni sprejet. Odločamo o amandmaju Poslanske skupine Združena levica k 52. členu. Obrazložitev glasu v imenu Poslanske skupine Združena levica, Miha Kordiš.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2014-12-19-SDZ7-Redna-03.u2;"Hvala za besedo, gospod predsednik. Kolegice in kolegi poslanci, lep pozdrav! V zadnjem obdobju se je povečala stopnja tveganja in grožnja, ki jo predstavljajo tuji borci in teroristične dejavnosti Islamske države. Glede na navedeno je Varnostni svet Združenih narodov 24. septembra 2014 sprejel Resolucijo številka 2178, ki opredeljuje nov termin ""tuji teroristični bojevniki"". Na podlagi te resolucije lahko o Slovencih, ki se borijo na strani skrajnežev v Siriji in Iraku, govorimo kot o tujih terorističnih bojevnikih. Resolucija pravi, da so to posamezniki, ko potujejo v drugo državo, kjer nimajo stalnega prebivališča ali državljanstva, z namenom zakriviti, načrtovati, pripravljati ali udeleževati se terorističnih akcij ali izvajati in udeleževati se terorističnega usposabljanja, vključno v povezavi z oboroženim spopadom. Resolucija tudi zahteva od držav, da preprečijo rekrutiranje, organiziranje, transport in opremljanje tujih terorističnih borcev na svojih tleh. Evropski svet je prepoznal vstajo skrajnežev v Siriji in Iraku ter prav tako pozval k pospešenemu izvajanju 22 ukrepov iz paketa, ki ga je junija 2013 sprejel Svet za pravosodje in notranje zadeve. Na 4. seji Odbora za zadeve Evropske unije, ki je 3. oktobra 2014 obravnaval točko Zasedanje Sveta Evropske unije za pravosodje in notranje zadeve, ki je potekala v Luksemburgu 9. in 10. oktobra, je ministrica za notranje zadeve v zvezi z vprašanjem zaustavitve pretoka tujih borcev v Sirijo in Irak ter resolucijo številka 2.184 poudarila: ""Naše stališče v tem trenutku je, da ta sprememba zakonika nekako še naj ne bi bila prioritetna oziroma da je treba pristopiti k razvoju skupnih kazalnikov tveganj za dosledno nesistematično kontrolo, s čimer se potem bi lahko tudi pomikali k boljšemu oziroma enakemu nivoju na vseh zunanjih mejah, torej brez dodatnega poseganja v pravice in svoboščine posameznikov."" Prav tako so mediji poročali o tem, da je v Siriji in Iraku trenutno 3 tisoč tujih terorističnih bojevnikov iz Evrope. Glavno vprašanje, ki se pri tem zastavlja, je stopnja tveganja oziroma nevarnosti, ki se bo kmalu zagotovo še povečala, saj se bodo po vojaškem zlomu Islamske države na ozemlje Evropske unije v Republiko Slovenijo vrnili posamezniki, ki so sodelovali pri zločinih Islamske države na ozemlju Iraka in Sirije. Dejstvo, da je Republika Slovenija kot članica Evropske unije tudi članica schengna, potencialno nevarnost samo še povečuje in narekuje še toliko hitrejše preventivno ukrepanje za varnost ljudi. Časa za preventivne ukrepe je malo, saj je za boj proti Islamski državi oblikovana zelo široka mednarodna koalicija, Varnostni svet Združenih narodov pa je svojo zadnjo resolucijo, ki opredeljuje ta termin ""tuji teroristični bojevniki"" ter govori tudi o preprečevanju teroristične grožnje ISIS, sprejel povsem soglasno. Na zadnjem zasedanju Sveta Evropske unije za pravosodje in notranje zadeve, ki je potekalo 9. in 10. oktobra v Luxembourgu, je predsedstvo ministrov uvodoma informiralo, da je Evropski svet avgusta 2014 potrdil, da je vzpon Islamske države Iraka in Levanta resna grožnja evropski varnosti ter da je potrebno odločno ukrepanje za zajezitev dotoka tujih borcev z območja Evrope, ki se bojujejo na strani Islamske države v Iraku in Siriji. Evropski svet je zato pozval k pospešenemu izvajanju svežnja 22 ukrepov, dogovorjenih v juniju 2013. Ukrepi zajemajo štiri prednostna področja: preprečevanje radikalizacije, odkrivanje sumljivih potovanj, preiskovanje in pregon ter sodelovanje s tretjimi državami. Združeno kraljestvo je ob tem poudarilo, da grožnja hitro raste in se širi, zato je po njihovem mnenju treba razviti okrepljeno sodelovanje predvsem pri nadzoru zunanjih meja. Gospe in gospodje, ni več časa za puhlice, treba je ukrepati takoj, zato v Slovenski demokratski stranki predlagamo dopolnitev Kazenskega zakonita s 111.a členom, ki bo preprečeval rekrutiranje posameznikov za teroristične družbe. Ker vemo, da vam gre za varnost Slovenk in Slovencev, računam, da boste naš predlog podprli.";M_Negative;Negative;Very negative theme, but support. ;Call for action, but with very harsh and negative words in the end. Negative topic and presentation of why action is needed.;;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2007-07-11-SDZ4-Redna-30.u71;Hvala gospod predsedujoči. Odgovoril bi na vprašanje gospoda poslanca Milana M. Cvikla in sicer, da Vlada amandmaje Poslanske skupine SDS podpira. Kratko in jedrnato. Hvala.;Positive;P_Neutral;Support;Support, but no explicit sentiment, but could also be Positive;;1.0;Positive;Neutral;FALSE;P_Neutral
ParlaMint-SI_2003-10-30-SDZ3-Redna-30.u108;Hvala za besedo. Sam podpiram namen predlagatelja in v tem smislu bom zakon tudi podprl. Ni pa razlog v tem, da bi bili samo župani predstavniki lokalnih interesov, predstavniki lokalnih interesov smo ne nazadnje vsi. Tisti poslanec, ki ni vložil kakšnega lokalnega amandmaja, naj prvi vrže kamen. Jaz sem jih vložil, pa o tem nisem govoril niti s svojim županom, pa nisem jaz ta župan. In kar je treba še povedati, logično je, da vložiš tudi lokalne amandmaje, saj ne nazadnje to področje najbolje poznaš, ne samo lokalno skupnost, ampak tudi ožje območje, iz katerega izhajaš. Tako da tu ni dilem. Prav tako pa je treba tudi povedati, resnici na ljubo, da ni samo poslanska funkcija tista, ki je nezdružljiva z župansko. Prav tako niso vse občine enake. Imamo občine z manjšim številom prebivalcev in z večjim številom prebivalcev. In v takih primerih je po mojem osebnem prepričanju ta funkcija celo združljiva. Seveda pa je tam, kjer dejansko v enem mandatu oseba, občan ne more priti do svojega župana v štirih letih, tam je pa treba zadeve, po mojem mnenju, korenito spremeniti. Hvala.;M_Negative;Negative;Support, but also negative.;First sentece explicitly supports the proposal, but then goes directly into negative speech. Could also be M_Negative, but I think the majority of the speech is negative in tone.;;1.0;Negative;Negative;FALSE;M_Negative
ParlaMint-SI_2015-09-22-SDZ7-Redna-11.u51;Besedo ima Poslanka skupina Združena levica, zanjo Miha Kordiš.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2017-02-14-SDZ7-Redna-27.u57;Kolegice, kolegi, želi še kdo razpravljati o 7. členu ter amandmaju Združene levice? Vidim, da ja. Prosim vas za prijavo. Prijava poteka. Besedo ima mag. Matej Tonin. Izvolite.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2007-10-02-SDZ4-Redna-31.u25;Hvala lepa. Končali smo s predstavitvijo stališč poslanskih skupin. Sledi splošna razprava poslank in poslancev. Besedo ima gospa mag. Potrata.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2021-12-22-SDZ8-Izredna-90.u187;Hvala, predsednik. Naše stališče je seveda podobno. Poglejte, od razpada Poslanske skupine SMC, ko je pač formirala Poslanska skupina nepovezanih, pa že prej imamo v bistvu tukaj na delu neko nasilje manjšinske koalicije nad v bistvu Poslovnikom Državnega zbora. Ta poslovnik jasno določa, kako bi moral biti razrez delovnih mest narejen. Večkrat smo seveda to izpostavili, skušali razložiti koaliciji, da na tak način vzpostavlja tudi nevaren precedens, če želite, v tem Državnem zboru in da pač ta razmerja bistveno vplivajo na zakonodajne postopke. Mi, če bi imeli recimo v Mandatno-volilni komisiji ustrezno razmerje med koalicijo in opozicijo, ne bi čez 4 dni odločali o 2 nezakonitih sklepih za imenovanje nadzornih in programskih svetnikov Radiotelevizije Slovenija, ker pač ne bi bili izglasovani. In podobno je pri številu različnih sklepov in tudi zakonov, ki na tak način gredo skozi postopek in pridejo v Državni zbor. In na tak način je to seveda nesprejemljivo. Sedaj Poslanska skupina SMC v bistvu samo dela rošado znotraj tega preostanka, ki je v tej lupini PS SMC. Dejstvo pa obstaja, ali vam res pripadata 2 predsedniški mesti. Ja, po [[nerazumljivo]]vam ne. Ali imate res pravico do 2 članov v posameznih odborih glede na to, da je poslanska skupina velika 5 mest? Ja ne. In v bistvu stanje se ohranja in tudi ta predlog sklepa, ki so ga danes sporočili iz Poslanske skupine SMC, v bistvu samo spreminja imena pri predsedujočih in podpredsedujočih v 2 odborih, mi se pa soočamo z eno resno in problematično situacijo in to je to, da se pač v tem Državnem zboru v zadnjem letu in pol vrši posilstvo nad poslovnikom in nad vsemi demokratičnimi standardi, ki smo jih poznali v preteklosti. In s tega stališča tudi v naši poslanski skupini ne bomo podprli teh menjav, čeprav je seveda vseeno, zato ker so v bistvu že v osnovi v nasprotju s Poslovnikom Državnega zbora.;Negative;Negative;Nonsupport;"Ufff, this is a VERY negative speech, full of one of the most negative words so far (e.g., ""posilstvo nad poslovnikom"")";;;Negative;Negative;FALSE;Negative
ParlaMint-SI_2006-07-10-SDZ4-Redna-19.u30;Hvala. Gospod minister, izvolite.;P_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;P_Neutral
ParlaMint-SI_2013-11-19-SDZ6-Redna-19.u37;[[...]]problem, ki je opredeljen v tem zakonu in samo tiste, ki so bili izbrisani in prosim, da ostanete v svoji razpravi osredotočeni na njih.;N_Neutral;P_Neutral;Procedural;;;;Neutral;Neutral;TRUE;N_Neutral
