id,text,timestamp_tamara,flagged_tamara,comment_tamara,tag_tamara,timestamp_katja,flagged_katja,comment_katja,tag_katja,rev_tamara,rev_katja,final_tag,disagreement6
966,"Škoda, ki jo povzroča naravna ali druga nesreča, obsega neposredno škodo, stroške intervencij in ukrepov, s katerimi se preprečijo škodljive posledice nesreč.",2023-04-13 13:36:38,,,Negative,2023-04-12 18:34:00,,Statement with positive actions on negative topic.,P_Neutral,Informaation on damage.,Neutral statement about a negative topic. ,N_Neutral,1
967,"Ko sem bil jaz generalni direktor policije, je imela policija pogoste sestanke s tožilstvom.",2023-04-13 13:36:57,,statement,N_Neutral,2023-04-12 18:34:12,,,N_Neutral,,,N_Neutral,0
968,"Hvala lepa, gospod predsedujoči, in lep pozdrav vsem tudi v mojem imenu!",2023-04-13 13:37:09,,,Positive,2023-04-12 18:34:19,,,P_Neutral,Procedural,,P_Neutral,1
969,"Ne, ne, kolega, če ne razumete, to se zelo tiče bodočih proračunov.",2023-04-13 13:37:19,,"mockery,sarcastic",Negative,2023-04-12 18:34:29,,,N_Neutral,,Clear mockery by speaker,Negative,1
970,"Edini način, s katerimi mašite to, kar se dogaja, je zadolževanje.",2023-04-13 13:37:26,,,Negative,2023-04-12 18:34:44,,Accusatory.,Negative,,,Negative,0
971,"Program, projekt, potrjen v državnem zboru, in samo izvajati, popolnoma nič drugega.",2023-04-13 13:38:13,,,N_Neutral,2023-04-12 18:34:56,,,N_Neutral,,,N_Neutral,0
972,"Za Hotič nikjer ne vidim postavke v proračunu, niti za obvoznico, ki jo čakajo že 20 let, se urejajo dokumenti 20 let.",2023-04-13 13:38:29,,accusatory,Negative,2023-04-12 18:35:24,,Accusatory.,Negative,,,Negative,0
973,"Nekako sem razumel, kot da se norčuje iz tega, ko sem napovedal, da bomo mi naš zakon o interventnih ukrepih za stabilizacijo javnega zdravstvenega sistema umaknili.",2023-04-13 13:39:20,,,Negative,2023-04-12 18:35:48,,Explicit opinion,Negative,,,Negative,0
974,"Če bi v peticiji pisalo, da je v tem in tem časopisu dne tega in tega Vlada izvedla to in to cenzuro, bi raziskali ta primer.",2023-04-13 13:43:06,,,P_Neutral,2023-04-12 18:36:44,1.0,"Statement, could also be accusatory and negative.",N_Neutral,Censorship is never positive. ,,N_Neutral,1
975,"Sedaj so na vrsti projekti, ki prekašajo, ki presegajo sposobnost teh manjših lokalnih skupnosti in je potrebno povezovanje in ,kot si mi želimo, tudi združevanje.",2023-04-13 13:43:57,,"first part negative, second part positive.",M_Positive,2023-04-12 18:36:59,,,P_Neutral,I agree with Katja. ,,P_Neutral,1
976,"Prav tako podpiramo stališče, daje za učinkovito, ažurno in harmonično sodelovanje med mestno občino in državo smotrno urediti to razmerje z zakonom.",2023-04-13 13:44:05,,,Positive,2023-04-12 18:37:44,,"Explicit position, but more neutral than fully positive",P_Neutral,,'Podpiramo'' explicit opinion. ,Positive,1
977,"V obdobju debelih krav je tudi javni sektor imel pravico, da si deli tisto, kar je nastalo, da si deli nekaj več, kar je slovenska družba ustvarila.",2023-04-13 13:44:34,,"i dont underatand this, but seema negative.",N_Neutral,2023-04-13 07:58:42,,"Statement, positive tone",P_Neutral,,Negative sentiment. ,N_Neutral,1
978,"Moram reči, da je bil ta sestanek kvaliteten, ploden in da na podlagi tega sestanka smo se mi tudi odločili, da bomo glasovali za generalno sekretarko.",2023-04-13 13:44:39,,,Positive,2023-04-13 07:59:06,,,Positive,,,Positive,0
979,"Jaz vam lahko trdim za Primorsko, sam vodim strokovni sosvet za razvoj kmetijstva na Primorskem, ki je redno posvetovalno telo Ministrstva za kmetijstvo.",2023-04-13 13:45:14,,although opinion is sorta there we lack some context.,P_Neutral,2023-04-13 07:59:41,,Without further context it is still neutral statement with positive topic.,P_Neutral,,,P_Neutral,0
980,Pokrivanje ust in nosu lahko povzroči občutek tesnobe ali panike.,2023-04-13 13:45:19,,,Negative,2023-04-13 08:00:01,,"Statement, negative connotation",N_Neutral,Just an information.,,N_Neutral,1
981,"Ali res morajo tisti, za katere ni važno, ali so obdolženi, obsojeni na sodišču in tako naprej – ti ljudje bodo še naprej mirno opravljali svoje čudno delo.",2023-04-13 13:45:33,,strong words.,Negative,2023-04-13 08:00:17,,,Negative,,,Negative,0
982,"Veste, če ena uradna inštitucija svoje vire črpa z interneta, potem se vprašam o zanesljivosti teh virov in zakaj to počenja, če je to res.",2023-04-13 13:45:43,,,N_Neutral,2023-04-13 08:00:34,,"Accysatory, negative",Negative,"Implied, negative opinion. ",,Negative,1
983,"Ja, dajte zamenjati gospoda Vebra, saj on odloča o tem, kaj gre naprej in kaj ne, pa mislim, da se je prav odločil.",2023-04-13 13:46:10,,"1. negative, 2. poaitive.",M_Positive,2023-04-13 08:01:38,,"Mixed positive: first part negative, second positive.",M_Positive,,,M_Positive,0
984,"Sicer pa, če stopiš mački na rep, zamijavka.",2023-04-13 13:46:21,,Very negative.,Negative,2023-04-13 08:02:25,,Figurative speech that implies sarcasm.,N_Neutral,,I agree with Tamara.,Negative (S),1
985,"V prvi vrsti pa se moramo zavedati, da velja temeljno pravno pravilo nedolžnosti: dokler krivda ni pravnomočno dokazana, toliko časa velja oseba za nedolžno.",2023-04-13 13:47:38,,i agree.,Positive,2023-04-13 08:03:17,,"Statement, positive connotation though speaking of negative topic.",P_Neutral,Just a statement about a right. ,,P_Neutral,1
986,"Ne gre samo za kompetence znanja, razumevanja, gre tudi za kompetence čustvovanja, sočutja in znanja dela z ljudmi.",2023-04-13 13:47:47,,statement,P_Neutral,2023-04-13 08:03:27,,,P_Neutral,,,P_Neutral,0
987,"Pritlehno, nekulturno, prostaško in podlo je, da gospod Jelinčič vse, komunistično sodrgo, meče v isti koš, ki naj bi ga preganjala petnajst let po sodiščih.",2023-04-13 13:48:40,,strong words,Negative,2023-04-13 08:03:48,,,Negative,,,Negative,0
988,"Te študije so še danes tu, v Državnem zboru, vendar z oznakami zaupnosti.",2023-04-13 13:49:03,,lacks context,N_Neutral,2023-04-13 08:03:57,,,N_Neutral,,,N_Neutral,0
989,"Tu se je, spoštovani kolega, za enkrat še poslanski kolega Janez Janša izkazal kot odličen general z izjemno strategijo in obvladovanjem vojskovanja, za kar mu gre nedvomno čestitati.",2023-04-13 13:51:48,,,Positive,2023-04-13 08:06:03,1.0,"Expressed opinion of the speaker (without further context), positive tone. With context it most likely implies negative tone and irony.",Positive,,,Positive,0
990,"Ja, se strinjam z vami, da kar počez ni možno govoriti.",2023-04-13 13:54:06,,agreement but negative topic,M_Positive,2023-04-13 08:09:24,1.0,"Agreement on negative topic, could either be said in support (p_neutral) or negative tone (I agree that you should stop talking excessively)",P_Neutral,I agree with Katja. ,,P_Neutral,1
991,"V magnetogramu seje je zapisano, jaz takrat parlamentarni novinec pa se še spomnim teatralnega tona s prizvokom skrite grožnje v izjavi kolega Ljuba Žnidarja iz SDS.",2023-04-13 13:57:53,,sarcasm,Negative,2023-04-13 08:09:46,,,Negative,,,Negative,0
992,"Sprašujemo se, zakaj predstavniki Vzajemne nikjer še niso podrobneje predstavili prednosti, pa tudi morebitnih slabosti, ki bi jih napovedano preoblikovanje prineslo njenim članom.",2023-04-13 13:59:38,,,Negative,2023-04-13 08:10:56,,"Expressed opinion, accusatory",Negative,,,Negative,0
993,"Kar pa je najbolj pomembno, ta sredstva so vložena v javno zdravstvo.",2023-04-13 14:04:49,,,P_Neutral,2023-04-13 08:11:08,,,P_Neutral,,,P_Neutral,0
994,"Kolega Jakič bo že ""zrihtal"" denar za atletsko zvezo.",2023-04-13 14:06:25,,sarcasm,Negative,2023-04-13 08:11:18,,Sarcasm,Negative,,,Negative,0
995,"Sploh se ga ni dotaknila, kar se mi je zdelo frapantno in osupljivo.",2023-04-13 14:06:32,,,Negative,2023-04-13 08:13:13,,Direct opinion,Negative,,,Negative,0
996,"Gospodarsko, predvsem kapitalsko in informacijsko, je globaliziran, vendar je hkrati tudi razdeljen in poln nasprotij.",2023-04-13 14:14:22,,first part posotve second negative,M_Positive,2023-04-13 08:13:53,,"First part positive, second part negative",M_Negative,What comes last trumps everything.,,M_Negative,1
997,"Ona se mora zagovarjati nam, mi pa se moramo zagovarjati ljudstvu.",2023-04-13 14:14:43,,factual statement,N_Neutral,2023-04-13 08:14:06,,,N_Neutral,,,N_Neutral,0
998,"Ravno včeraj je Greenpeace preko žvižgačev razkril nekaj poglavij vsebine še enega sporazuma s kratico TISA, o katerem do sedaj nismo vedeli praktično ničesar.",2023-04-13 14:14:55,,statement,N_Neutral,2023-04-13 08:14:40,,"Statement, negative connotation",N_Neutral,,,N_Neutral,0
999,"Vsem njim smo zagotovili izplačilo odškodnin, če bodo postali žrtve kaznivih dejanj.",2023-04-13 14:15:56,,"although negative theme,the sentiment is positive.",P_Neutral,2023-04-13 08:15:39,,Statement with negative tone.,N_Neutral,,I agree with Tamara. ,P_Neutral,1
1000,"Države članice bodo še vedno lahko koristile 346. člen Pogodbe o ustanovitvi Evropske skupnosti, če bodo za to izpolnjeni pogoji, to je zaščita bistvenih varnostnih interesov države članice.",2023-04-13 14:16:06,,,P_Neutral,2023-04-13 08:17:19,,"Factual statement, nothing explicitly negative",P_Neutral,,,P_Neutral,0
1001,"Poplavijo pa zaradi tega, ker Pesnica ni vzdrževana in ker je zamuljena, tudi vsi ostali pritoki, južni obrobni jarek in rogoznica in tako dalje.",2023-04-13 14:16:15,,,Negative,2023-04-13 08:18:27,,"Factual statement, negative topic",N_Neutral,Statement about something that is very bad. No actual or implied opinion. ,,N_Neutral,1
1002,"In drugo, kdorkoli se oglasi v opoziciji, deli tiste opominčke, kot da je dedek mraz, z ne vem čim.",2023-04-13 14:16:35,,sarcastic,Negative,2023-04-13 08:19:14,,"Explicit position of the speaker, negative tone",Negative,,,Negative,0
1003,"Tukaj bi rad citiral eno izjavo, ki jo je dal Davor, star takrat 22 let.",2023-04-13 14:16:53,,nothing inherently negative lacks context,P_Neutral,2023-04-13 08:20:21,,"Without further context, it has nothing inherently negative. Depends on what he would like to cite.",P_Neutral,,,P_Neutral,0
1004,"In ta zadržanost, o kateri govorim, je zadevala tako privatizacijo – ne privatizacija za vsako ceno in vsega, ampak pametna privatizacija, ki bo prinesla tudi ustrezne učinke.",2023-04-13 14:17:53,,,P_Neutral,2023-04-13 08:22:26,1.0,"Statement, position expressed, but not very strong in tone.",P_Neutral,,,P_Neutral,0
1005,"Naj ob ureditvi statusa programov posebnega pomena na lokalni in regionalni ter študentski ravni opozorimo na past, ki prihaja v obliki zakona o medijih.",2023-04-13 14:18:14,,strong worda,Negative,2023-04-13 08:23:15,,"First part positive, second negative, which prevailes",M_Negative,,Implied opinion. ,Negative,1
1006,Same po sebi z bonusi in malusi ne morejo spremeniti nič posebnega.,2023-04-13 14:18:20,,,N_Neutral,2023-04-13 08:24:02,,"Without further context, it is statement but with negative connotation",N_Neutral,,,N_Neutral,0
1007,"Jaz vem, da politično ta reakcija ni bila modra za mene, to mi je kristalno jasno.",2023-04-17 21:40:03,,,Negative,2023-04-13 08:24:39,,Explicit self-inflicted pain of the speaker :),Negative,,,Negative,0
1008,"S tem spodbuja vnetne procese, povezane z nastankom bolezni srca, sladkorne bolezni, rakavih obolenj in drugih kroničnih nenalezljivih bolezni.",2023-04-17 21:40:30,,"maybe bias, but very negative theme.",Negative,2023-04-13 08:25:12,,"Statement, but with negative topics",N_Neutral,"Negative theme, but just a factual statement. ",,N_Neutral,1
1009,Hrvaška je to zanikala in vas postavila na laž.,2023-04-17 21:40:41,,strong words,Negative,2023-04-13 08:25:30,,Expicit position,Negative,,,Negative,0
1010,"Čim človek se ne strinja z njimi, se obnašajo kot ena, ne vem, horda tamle.",2023-04-17 21:41:42,,sarcasm or at the very least mockery,Negative,2023-04-13 08:26:25,,Cynism/Sarcasm,Negative,,,Negative (S),0
1011,"Bistvo je, da je treba izločiti posebej nevarne dele živali po zakolu in potem seveda tudi termično obdelati tak odpadek.",2023-04-17 21:42:22,,,N_Neutral,2023-04-13 08:26:48,,"Statement, negative topic",N_Neutral,,,N_Neutral,0
1012,"To je kot tisti Murphyjev zakon – ko zatrobi vojaška trobenta, je vsa pamet v trobenti.",2023-04-17 21:42:32,,sarcasm,Negative,2023-04-13 08:28:32,,Best and the most wrong interpetation of Murphy's law I have ever read :D also very sarcastic.,Negative,,,Negative,0
1013,"Samo v tem letu bo razpisov, ki jih naše ministrstvo izvaja, 150 milijonov.",2023-04-17 21:42:50,,nothing inherently negative,P_Neutral,2023-04-13 08:29:24,,"Withiut context, factual statement with nothing inherently negative.",P_Neutral,,,P_Neutral,0
1014,"Morda bi bilo tudi zelo dobro, da nam nehate groziti, kaj bo na naslednjih volitvah.",2023-04-17 21:43:21,,strong words,Negative,2023-04-13 08:29:38,,,Negative,,,Negative,0
1015,"Zaradi teh sprememb se ni potrebno bati za službe, s čimer nekateri grozijo.",2023-04-17 21:43:47,,"1. positive, 2. negative...overall positive",M_Positive,2023-04-13 08:30:26,1.0,"First part positive, second negative; positive prevailes",M_Positive,,,M_Positive,0
1016,"Pričakovati v letu, dveh čudežni preobrat – mislim, da je to popolnoma nerealno.",2023-04-17 21:43:53,,,Negative,2023-04-13 08:31:01,,"Explicit opinion, negative",Negative,,,Negative,0
1017,"Vse to je vodilo v tako imenovano tajkunizacijo, ki je za časa konjunkture uživala v sadovih hitro pridobljenega premoženja.",2023-04-17 21:44:03,,,Negative,2023-04-13 08:31:39,,"Highly implied opinion of the speaker, negative",Negative,,,Negative,0
1018,"Še enkrat bom ponovila, glede na to, da očitno da se ni prijelo v prejšnjih obdobjih.",2023-04-17 21:44:19,,,Negative,2023-04-13 08:31:54,,,N_Neutral,,Accusatory. ,Negative,1
1019,"Moram reči, da sem bil zgrožen predvsem zaradi tega, ker sem celo slišal od zelo pomembnih intelektualcev naslednje stavke, kot so: ""Slovenski narod bo izumrl.",2023-04-17 21:44:24,,,Negative,2023-04-13 08:32:16,,,Negative,,,Negative,0
1020,Zato se do omenjene zahteve Zakonodajno-pravna služba ni opredelila.,2023-04-17 21:44:34,,someone else,N_Neutral,2023-04-13 08:32:23,,,N_Neutral,,,N_Neutral,0
1021,"Vprašanje pa je, če so bili dozdajšnji načini za spodbudite učinkovitosti pravilni.",2023-04-17 21:44:51,,"no opinion, too vague",N_Neutral,2023-04-13 08:32:47,,"Statement, negative connotation",N_Neutral,,,N_Neutral,0
1022,Ampak en tretji poslanec pa je tudi žalil in jo zmerjal z določenimi imeni.,2023-04-17 21:44:56,,,Negative,2023-04-13 08:32:55,,,Negative,,,Negative,0
1023,"Dopolnilno vprašanje je pravzaprav nastalo zdajle ob vsem tem, kar ste povedali, gospod minister.",2023-04-17 21:45:13,,seems to have negative sentiment,N_Neutral,2023-04-13 08:33:18,,"Statement, negative connotation",N_Neutral,,,N_Neutral,0
1024,"Pri pregledu okolice so ugotovili, da sta se ostala dva, eden je bil že poškodovan, zatekla v pasjo uto.",2023-04-17 21:45:28,,statement,N_Neutral,2023-04-13 08:34:01,,"Statement, negative topic",N_Neutral,,,N_Neutral,0
1025,"Ampak prej smo gradili na račun proračuna avtoceste, državni ceste smo pa zanemarjali.",2023-04-17 21:45:38,,statement,N_Neutral,2023-04-13 08:34:36,,"First part positive, second negative; negative prevailes",M_Negative,,"I agree with Tamara, that it is more of a statement than mixed. ",N_Neutral,1
1026,"Sedaj meni očitate – jaz vem, da je odbor za nadzor proračuna o neki zadevi razpravljal, potem pa drugi ne bi smeli o tem razpravljati.",2023-04-17 21:45:48,,statement,N_Neutral,2023-04-13 08:35:39,,"Expressed position, defensive, negative",Negative,I agree with Katja. ''Zdaj meni očitate'' is far to accusatory and clear to be neutral. ,I really think that it is too negative and defensive to be neutral,Negative,1
1027,"Pri nas pa je burka ali pa nikab taka izjema, da je to atrakcija.",2023-04-17 21:45:56,,sarcasm,Negative,2023-04-13 08:35:54,,"Statement, negative connotation",N_Neutral,,"Oh no, this si def Negative, I am just not sure about sarcasm, but it also could be present",Negative,1
1028,"Ministrstvo za delo, družino in socialne zadeve do zdaj temu področju ni posvečalo pozornosti, saj so bili primeri, ko jih navajate v vprašanju, relativno redki.",2023-04-17 21:46:07,,,N_Neutral,2023-04-13 08:36:10,,,N_Neutral,,,N_Neutral,0
1029,"Bojim se, da je nekaj takega rušenja spoštovanja življenja čutiti tudi, recimo, na človeškem področju - pri vprašanju evtanazije instarih ljudi, pri vprašanju nerojenih otrok in podobno.",2023-04-17 21:46:17,,,Negative,2023-04-13 08:36:48,,Explicit position/opinion; negative topic,Negative,,,Negative,0
1030,"Z dvigom najnižjih plač in pokojnin bi dvignili minimalni prag in pomagali k izboljševanju socialnega položaja najrevnejših, za to pa je treba izvesti strukturne spremembe.",2023-04-17 21:47:46,,,P_Neutral,2023-04-13 08:37:22,,"Statement, positive changes",P_Neutral,,,P_Neutral,0
1031,S tem zakon omogoča neoviran nadzor medijev nad delovanjem oblasti ter sodelovanje civilne družbe pri upravljanju javnih zadev.,2023-04-17 21:47:57,,posotive consequences,P_Neutral,2023-04-13 08:38:14,,"Statement, praisal of the proposed law.",P_Neutral,,,P_Neutral,0
1032,"V obrazložitvi piše, da gre za 5 procentov od števila potrebnih zbranih podpisov za to, da se potem razpis, referendum dejansko izvede.",2023-04-17 21:48:04,,simething failed,N_Neutral,2023-04-13 08:38:48,,"Statement, negative connotation",N_Neutral,,,N_Neutral,0
1033,"Morala bi narediti življenje ljudi lepše, predvsem pa tudi veliko bolj sproščeno.",2023-04-17 21:48:13,,very positive,Positive,2023-04-13 13:13:10,,,Positive,,,Positive,0
1034,"In zato, gospod minister za kulturo, gospod Vasko Simoniti, mi ne želimo, da ste več vi minister.",2023-04-17 21:48:23,,,Negative,2023-04-13 13:13:48,,"Accusation, explicit opinion",Negative,,,Negative,0
1035,"Ta kriza ni več recesija, ampak je že depresija.",2023-04-17 21:48:26,,,Negative,2023-04-13 13:14:04,,"Statement, but very negative tone",Negative,,,Negative,0
1036,"Najprej je informiranje, potem tudi preverjanje usposobljenosti teh kandidatov za samozaposlitev in tudi usposabljanje za to aktivnost, za podjetništvo.",2023-04-17 21:48:37,,,P_Neutral,2023-04-13 13:14:58,,"Statement, nothing inherently negative",P_Neutral,,,P_Neutral,0
1037,Odprite oči in začnite delati v interesu in korist slovenskega naroda.,2023-04-17 21:48:55,,"seems on the negative side, but very vague",N_Neutral,2023-04-13 13:15:10,,,Negative,This is essentially a summons with implied opinion.,"To me opinion is heavily present, and also accusative, so to me it still seems too negative to be neutral",Negative,1
1038,"Je pa še posebej pomembno, da bodo pristojna ministrstva in službe poskrbele, da bo odgovorjeno na naslednje dileme, ki jih izpostavljamo.",2023-04-17 21:49:06,,,P_Neutral,2023-04-13 13:16:28,,Statement with negative topic.,N_Neutral,,"I guess this could be described as ""nothing inherently negative"" - so I would change",P_Neutral,1
1039,"Najbolj elegantna rešitev je, da se zakon zavrne in da se to rešitev ponudi v pravi usklajeni obliki.",2023-04-17 21:49:44,,1. .negative 2. positive,M_Positive,2023-04-13 13:17:31,,"First part negative, second positive",M_Positive,,,M_Positive,0
1040,"Ta med ostalim določa, da morajo biti prometne površine vzdrževane tako, da je omogočen varen in neoviran promet.",2023-04-17 21:49:55,,,P_Neutral,2023-04-13 13:17:39,,,P_Neutral,,,P_Neutral,0
1041,"Če hočete s tem sprožiti predčasne volitve, potem gre za postopek, kot ste ga lahko spremljali leta 2011, ko je padla vlada Boruta Pahorja.",2023-04-17 21:50:05,,,N_Neutral,2023-04-13 13:18:49,1.0,"Could also be negative neutral, but it is very accusatory",Negative,,"I think that the missing context makes this this sentece too vague to be comletely negative, so I would change my inital label.",N_Neutral,1
1042,Slovenija si že od 80-ih let dalje prejšnjega stoletja prizadeva zgraditi in potrditi prepoznavno in uveljavljeno podobo ravne in prijazne države s kakovostno in raznoliko turistično ponudbo.,2023-04-17 21:50:16,,,P_Neutral,2023-04-13 13:19:40,,Statement with positive topic,P_Neutral,,,P_Neutral,0
1043,"In seveda tudi drugi predor Karavanke, ker vemo, kakšni zastoji so na teh območjih.",2023-04-17 21:50:23,,,N_Neutral,2023-04-13 13:21:16,,,Negative,,"Statement, would chane to N_Neutral",N_Neutral,1
1044,"Je vprašanje, koliko sem jaz bil borec za Novo revijo, nikoli nisem bil nasprotnik.",2023-04-17 21:50:34,,,N_Neutral,2023-04-13 13:22:57,,"Expressed doubt in his own position, negative",Negative,,I am honestly not sure about this sentence; maybe further discussion would be good,N_Neutral,1
1045,"V Združeni levici podpiramo vse ukrepe, s katerimi bi se odpravile napake v sistemu, in sicer predvsem naslednje.",2023-04-17 21:50:37,,,Positive,2023-04-13 13:23:09,,,Positive,,,Positive,0
1046,"Zdaj pa to, kar je prej povedala državna sekretarka.",2023-04-17 21:50:48,,nothing inherently negative,P_Neutral,2023-04-13 13:23:41,,"Statement, but nothing negative (or,rather, depending on the topic)",P_Neutral,,,P_Neutral,0
1047,"Tako še enkrat poudarjam, z besedico ""praviloma"" postavljamo varovalko, ki ne zadržuje ali ne povzroča zastojev pri odločanju.",2023-04-17 21:51:12,,,P_Neutral,2023-04-13 13:25:50,,"Very weird sentnece: not neutral, very defensive and def. Not mixed.",Negative,,"O no, I have no idea why did I put negative here - I would agree with Tamara",P_Neutral,1
1048,"Želimo tudi popraviti stopnje amortizacije, kar pomeni, da bi podjetjem iz tega naslova ostalo več denarja in da bi ga pogumneje namenila investiranju.",2023-04-17 21:51:21,,,P_Neutral,2023-04-13 13:26:47,,,Positive,,Agree with Tamara,P_Neutral,1
1049,"Zato ne vidim nobenega razloga, da ne bi sprejeli takšnega določila.",2023-04-17 21:51:33,,nithing inherently negative,P_Neutral,2023-04-13 13:27:00,,,Positive,,Agree with Tamara,P_Neutral,1
1050,"V vašem odgovoru na interpelacijo ste navajali en kup zadev, polno, ki danes po mojem mnenju sploh nimajo niti veze s tem, kar obravnavamo.",2023-04-18 21:58:41,,opinion clear,Negative,2023-04-13 13:27:09,,Accusatory,Negative,,,Negative,0
1051,"S tem naj bi se dejansko zagotovilo, da bi bili v stečajnem postopku, ko se rešujejo banke, upniki v enakem položaju.",2023-04-18 21:59:03,,something with positive consequences,P_Neutral,2023-04-13 13:27:57,,,Positive,,"Statement, with positive consequences",P_Neutral,1
1052,"Zdi se mi, da je napaka v tej zakonodaji, napaka sploh v naši logiki v tem, da bi enostavno morali ljudi educirati.",2023-04-18 21:59:16,,"opinion clear, negative theme",Negative,2023-04-13 13:28:37,,"Accusatory, expressed opinion",Negative,,,Negative,0
1053,"Torej, nova radikalna pokojninska reforma ni potrebna in je vlada ne načrtuje.",2023-04-18 21:59:42,,'radikalna'' severe word and implies opinion,Negative,2023-04-13 13:28:43,,,Negative,,,Negative,0
1054,Niso je mogli odstraniti in čez tisto območje niso mogli napredovati.,2023-04-18 21:59:51,,statement,N_Neutral,2023-04-13 13:29:57,,"Statement, negative tone (missing context)",N_Neutral,,,N_Neutral,0
1055,"Dejstvo je tudi, da je Slovenija nekako, kot da je ujeta v časovni stroj.",2023-04-18 22:00:07,,"vague, lacks context",N_Neutral,2023-04-13 13:30:12,,,Negative,,Agree with Tamara,N_Neutral,1
1056,"To pomeni, da bo treba to podporno shemo za fotovoltaiko zagotavljati še nadaljnjih 13, 14 in več let – 15 let.",2023-04-18 22:00:28,,'še nadalnjih'' negative,N_Neutral,2023-04-13 13:30:53,,"Statement, negative connotation",N_Neutral,,,N_Neutral,0
1057,"Odgovornost je izključno politična in to ne bo vzdržalo, zaradi tega je težko ta zakon podpreti.",2023-04-18 22:00:47,,statement,N_Neutral,2023-04-13 13:31:07,,,Negative,I actually agree with Katja's initial comment. I think that this has implied negative opinion as it implies trouble a questions the support. ,"Here I am not sure whether it is really neutral, so I think further discussion would be good.",Negative,1
1058,"Očitno ste uporabili ali pa privzeli terminologijo, ki jo je prvič premier Janša uporabil pri TV-ju, ko mu je pomotoma ušlo državna televizija.",2023-04-18 22:01:04,,could be negative,N_Neutral,2023-04-13 13:31:32,,Sarcasm,Negative,"Absolutely, implied negative opionion and sarcastic.",I think this is very sarcastic and negative,Negative (S),1
1059,"Zato ker pod vplivom Vlade, pod vplivom ministra ta inštitut več ne bo mogel nepristransko izvajati svojih nalog.",2023-04-18 22:01:14,,statement,N_Neutral,2023-04-13 13:31:45,,,Negative,Implied opinion. ,"Statement but accusative, so I am between labels here, and would like to discuss",Negative,1
1060,"Z referendumom, ki bo ob izvedbi volitev v Evropski parlament zastonj.",2023-04-18 22:01:31,,,P_Neutral,2023-04-13 13:32:25,,"Very neutral, positive connotation",P_Neutral,,,P_Neutral,0
1061,"Mislim, da je bolj smiselno, da te otroke naučimo pravilno ravnati s pirotehniko, ne pa, da jim prepovedujemo, ker prepovedan sad je najboljši in najljubši.",2023-04-18 22:01:53,,,N_Neutral,2023-04-13 13:35:13,0.0,"First part positive, second negative; as the speaker appears to loby for removal of the law, I would say from his perspective the positive sentiment prevailes.",M_Positive,"I agree with Katja. I don't really see mixed here, but I would agree that the sentiment is not negative. P_Neutral is the best lable here. ","I honestly am not sure here - at one side I see the P_Neutral as the best label, on the other, I think Mixed label would fit good. The only thing I would stick with it deviation into positive connotation. ",P_Neutral,1
1062,"Naloga ministrstva in v prvi vrsti ministra je, da omogoči, da se ta sfera še naprej mojstri.",2023-04-18 22:02:03,,statement,P_Neutral,2023-04-13 13:36:33,,,P_Neutral,,,P_Neutral,0
1063,"Občina, iz katere prihajam, ni edina, ni osamljena.",2023-04-18 22:02:21,,"lacks context, nothing inherently negative",P_Neutral,2023-04-13 13:37:13,,"Defensive, but statement nontheless",N_Neutral,,"I guess it could be intepreted as per Tamara's comment, so I wuld change my label",P_Neutral,1
1064,"Spomnite se primera Save Kranj in Good yearja, kaj se je dogajalo.",2023-04-18 22:02:34,,seems on the negative side,N_Neutral,2023-04-13 13:37:17,,,Negative,,"My label is not correct, I did jump to conclusion a little bit (as I do know vague context behind it), so I would change it",N_Neutral,1
1065,"Vsi dobro vemo, da pacientov, ki nedopustno dolgo čakajo na obravnavo pri zdravniku, ne zanimajo zakoni, pravila in navsezadnje tudi ne utrujenost medicinskih sester in zdravnikov.",2023-04-18 22:02:51,,implied opinion,Negative,2023-04-13 13:38:04,,,Negative,,,Negative,0
1066,"Dobili smo novega predsednika Evropskega sveta, in kot veste, je za državo, v kateri je začel svojo turnejo kot predsednik Evropskega sveta, izbral prav Slovenijo.",2023-04-18 22:02:58,,,P_Neutral,2023-04-13 13:38:23,,,Positive,,I agree it is just a statement,P_Neutral,1
1067,"Jaz bi se, če bi bil minister, če bi za to vedel jaz bi se.",2023-04-18 22:03:19,,"lack context, missing something, nothing inherently negative at this point",P_Neutral,2023-04-13 13:43:13,,"Missong context, but negative",N_Neutral,,lack context so I would change to P_Neutrak,P_Neutral,1
1068,"Kot drugo pa koristi in troši dragoceni čas, ki ga imamo vsi na voljo [[…]]",2023-04-18 22:03:28,,,N_Neutral,2023-04-13 13:43:19,,,Negative,,"To me it sounds very accusative, but i agree that the missing context could change things, so I would change my label ",N_Neutral,1
1069,"Do svojih najstarejših rojakov moramo imeti najvišje spoštovanje in hvaležnost, saj so oni tisti, ki so premagovali ovire, s katerimi se mnogi od nas nikoli ne bomo srečevali.",2023-04-18 22:03:56,,very positive,Positive,2023-04-13 13:43:34,,,Positive,,,Positive,0
1070,"Če bo zdajle, tako kot piše v prvem paragrafu 7. člena, da bo minister predpisoval pregledovanje in potrjevanje strokovnih podlag za določitev geografsko zaokroženih območij.",2023-04-18 22:04:34,,"something missing, lacks context.",P_Neutral,2023-04-13 13:44:34,,"The first part makes me think it might also be fully negative, but the context woul be required",N_Neutral,,Agree with Tamara,P_Neutral,1
